barcode,descriptions
7891058001520,"{""Cewin 1g Sanofi-Aventis Sabor Laranja com 10 Comprimidos Ef"",""CEWIN TARGIFOR 1 GR EFERV LAR S/ ACUC 10 CPR ( CX )"",""TARGIFOR CEWIN CPR EFE LARA 1.0 G  X 10 (OPE)""}"
7891058001643,"{""Cewin 200mg/ml Solução de Uso Oral Frasco 20ml"",""TARGIFOR CEWIN 200 MG SOL ORAL 20 ML ( UN )"",""TARGIFOR CEWIN GOTAS 200.0 MG 20.0 ML X 1 /1.0ML (OPE)""}"
7891058004668,"{""Targifor C 500mg + 500mg com 30 Comprimidos Revestidos"",""TARGIFOR C 500 MG + 500 MG C/ 30 CP REV"",""TARGIFOR C CPR REVEST X 30 (OPE)""}"
7891058004675,"{""Targifor C 500mg + 500mg com 60 Comprimidos Revestidos"",""TARGIFOR C 500mg + 500mg com rev ct fr plas x 60"",""TARGIFOR C CPR REVEST X 60 (OPE)""}"
7891058005467,"{""Targifor C 1g + 1g com 16 Comprimidos Efervescentes"",""TARGIFOR C 1G+1G 16CP EFERV, 1 G + 1 G C/ 16 CP EFERV"",""TARGIFOR C CPR EFE FOOD 1.0 G  X 16 /1 (OPE)""}"
7891058005788,"{""Oscal D3 500UI/Gota Solução Oral Frasco Gotejador 10ml"",""OSCAL VITAMINA D3 500UI GOTAS 10ML LIMAO ( UN )"",""OS-CAL D GO LIM 500/G 10.0 ML X 1 (OPE)""}"
7891058005870,"{""Targifor Teenergiza! Vitamina C 500mg + Arginina 500mg com"",""TARGIFOR TE ENERGIZA CPR REV I EN 500.0 MG  X 30"",""TARGIFOR TE ENERGIZA CPR REV I EN 500.0 MG  X 30 (OPE)""}"
7891058005887,"{""TARGIFOR TE ENERGIZAC/60 CPR REV IMUNIDADE/ENERGIA"",""TARGIFOR TE ENERGIZA 500MG C/60 (OTC) (LIB) (ER) ( UN )"",""TARGIFOR TE ENERGIZA CPR REV I EN 500.0 MG  X 60 (OPE)""}"
7891058006327,"{""Cewin 500mg Sabor Laranja com 30 Comprimidos Efervescentes"",""CEWIN 500MG CX 30 COMP EFV SB LARANJA"",""CEWIN CPR EFE LARA 500.0 MG  X 30 (OPE)""}"
7891058006518,"{""TARGIFOR TE AJUDA TPM 15CAPS"",""TARGIFOR TE AJUDA TPM IMUNIDADE DA MULHER  15 CAPS"",""TARGIFOR TE AJUDA CAPS GEL TPM X 15 (OPE)""}"
7891058006525,"{""TARGIFOR TE AJUDA STRESS 30CAP"",""N TARGIFOR TE AJUDA STRESS 30CAP   SANO %DN:1.00 ( UN )"",""TARGIFOR TE AJUDA CAPS GEL STR X 30 (OPE)""}"
7891058011550,"{""OS-CAL DC/60 CPR REV 500MG+400UI"",""OSCAL D 500 60CPR 500 MG + 400 UI C/ 60 CP"",""OSCAL D 500MG+400UI C/60COMP""}"
7891058013394,"{""Depura Solução Oral 5.600UI/ml Solução de Uso Oral Frasco G"",""DEPURA GOTAS 5600.0 IU 10.0 ML X 1 /1.0ML (OPE)""}"
7891058016609,"{""VITAWIN 230ML GT"",""Suplemento Alimentar Pharmaton Vitawin 2 Sabor Caramelo 30ml"",""VITAWIN 2 SOLUCAO ORAL 30.0 ML X 1 (OPE)""}"
7891058016616,"{""VITAWIN KIDS150ML SOL ORAL"",""Suplemento Vitamínico Pharmaton Vitawin 3 Sabor Uva 150ml"",""VITAWIN KIDS SOLUCAO ORAL 150.0 ML X 1 (OPE)""}"
7891058018573,"{""OS-CAL KIDS SUSP 150ML"",""Os-Cal Kids Sanofi-Aventis Suspensão Oral Sabor Morango 150"",""OS-CAL KIDS SUSP ORAL 150.0 ML X 1 (OPE)""}"
7891058018627,"{""DEPURA 50010ML GT 14000UI/ML"",""DEPURA GOTAS GOTAS 500.0 IU 10.0 ML X 1 /1.0ML"",""DEPURA GOTAS 500.0 IU 10.0 ML X 1 /1.0ML (OPE)""}"
7891058019341,"{""DEPURA GTS 20ML"",""DEPURA GOTAS 20ML+10ML GTR SAN"",""DEPURA GOTAS 200.0 IU 30.0 ML X 1 (OPE)""}"
7891058019365,"{""Buclina 25mg com 30 Comprimidos"",""BUCLINA 25MG CX 30 COMP 25MG CX 30 COMP ( UN )"",""BUCLINA 25MG X 30 CPR (HYP)""}"
7891058020088,"{""DEPURAC/30 CPR REV 2000UI"",""DEPURA 2.000 UI 30 COMP REV FALTA"",""DEPURA CPR REVEST 2000.0 IU  X 30 (OPE)""}"
7891058020095,"{""DEPURAC/8 CPR REV 7000UI"",""DEPURA ODT 7000UI CX 8 COMP ORODISP"",""DEPURA 7000IU X 8 CPRS (OPE)""}"
7891058020576,"{""OS-CAL CITC/30X3GR SACHES"",""Suplemento Vitamínico Os-Cal Cit Cálcio 500mg + Vitamina D"",""OS-CAL CIT SACHE 3.0 G X 30 (OPE)""}"
7891058021351,"{""TARGIFOR 1500 MG C/ 32 CP EFV"",""TARGIFOR CPR EFERVESC 1.5 G  X 32"",""TARGIFOR CPR EFERVESC 1.5 G  X 32 (OPE)""}"
7891058021498,"{""VITAWIN 110ML GT"",""Vitawin 1 Suplemento Vitamínico Infantil Sabor Laranja Solu"",""VITAWIN 1 GOTAS LARANJ 10.0 ML X 1 (OPE)""}"
7891058021696,"{""PHARMATON 50+C/30 CAPS"",""Polivitamínico Pharmaton 50+ Imunidade e Energia 30 cápsulas"",""PHARMATON 50+ CAPSULAS X 30 (OPE)""}"
7891058021702,"{""PHARMATON COMPLEXC/60 CAPS GEL"",""TARGIFOR PHARMATON IMUNIDADE E ENERGIA C/60 CPS fr 60 cap"",""TARGIFOR IMUNIDADE CAPS AZ X 60 (OPE)""}"
7891058021719,"{""PHARMATON COMPLEX 100CAPS GEL"",""Multivitamínico Imunidade & Energia Pharmaton com 100 Cápsu"",""PHARMATON COMPLEX 100CP""}"
7891058021726,"{""Suplemento Vitamínico Pharmaton Imunidade & Energia Com 30"",""TARGIFOR PHARMATON IMUNIDADE E ENERGIA C/30 CPS fr 30 cap"",""TARGIFOR IMUNIDADE CAPS AZ X 30 (OPE)""}"
7891058021931,"{""Targifor C 1g + 1g com 16 Comprimidos Efervescentes"",""TARGIFOR C 1 G + 1 G COM EFEV CT TB PLAS X 16"",""TARGIFOR C CPR EFERVESC X 16 (OPE)""}"
7891058022174,"{""PHARMATON 50+C/90 CAPS"",""Multivitamínico Pharmaton 50+ com 90 Cápsulas Gelatinosas M"",""PHARMATON 50+ CAPSULAS X 90 (OPE)""}"
7891058022181,"{""PHARMATON 50+C/60 CAPS"",""Vitaminas e Minerais Pharmaton 50+ com 60 Cápsulas"",""PHARMATON 50+ CAPSULAS X 60 (OPE)""}"
7891058022471,"{""DEPURAC/8 CAP GEL 7000UI"",""DEPURA 7000UI C.8 CAPS GEL SANOFI"",""DEPURA CAPSULAS 7000.0 IU  X 8 (OPE)""}"
7891058022488,"{""DEPURAC/30 CAP GEL 1000UI"",""Depura 1000UI com 30 Cápsulas Moles"",""DEPURA CAPSULAS 1000.0 IU  X 30 (OPE)""}"
7891058022501,"{""DEPURAC/4 CAP GEL 50000UI"",""DEPURA 50.000 UI 4 CAP GEL"",""DEPURA 50.000UI C.4 CS""}"
7891058022525,"{""DEPURA ODTC/30 CPR ORODISP 2000UI"",""Depura ODT 2000UI com 30 Comprimidos Orodispersíveis"",""DEPURA 2.000UI 30CP ORODIS SANOFI""}"
7891058022549,"{""DEPURA ODTC/8 CPR ORODISP 7000UI"",""DEPURA ODT 7000UI BLI 8 CPR"",""DEPURA CPR ORODISPE 7000.0 IU  X 8 (OPE)""}"
7891058022624,"{""PHARMATON ENERGYC/30 CPR"",""Multivitamínico Energy Sanofi Pharmaton com 30 Comprimidos"",""PHARMATON ENERGY CPR X 30 (OPE)""}"
7891058022631,"{""PHARMATON ENERGYC/60 CPR"",""PHARMATON FOCO E ENERGIA 60CPR REV"",""PHARMATON ENERGY CPR X 60 (OPE)""}"
7891058022686,"{""Suplemento Alimentar Mulher Pharmaton com 60 Cápsulas"",""TARGIFOR A-Z IMUNIDADE MULHER C/60 CPS GEL  CAIXA COM 60"",""TARGIFOR IMUNIDADE CAPS AZ MULH X 60 (OPE)""}"
7891058022693,"{""Suplemento Alimentar Pharmaton Mulher com 30 Cápsulas"",""TARGIFOR IMUNIDADE A-Z MULHER C/ 30CAPS GEL MOLES"",""TARGIFOR IMUNIDADE CAPS AZ MULH X 30 (OPE)""}"
7891058022730,"{""Oscal D 500mg + 1000Ui com 60 Comprimidos Revestidos"",""OSCAL D MOBILITY 500 MG + 1000 UI 60 CPR ( CX )"",""OS-CAL D CPR REVEST 1000.0 IU  X 60 /500 (OPE)""}"
7891058034092,"{""OS-CALC/60 CPR REV 500MG"",""OS-CAL D CPR REVEST 1000.0 IU  X 60 /500"",""OS-CAL 500 60CP""}"
7891066001413,"{""RAIA PICOLI CRO 60"",""SUPL ALIM DROGASIL PICOLINATO DE CROMO 60CP""}"
7891066001437,"{""SUPL ALIM MULT RAIA PROPOLIS+VIT C+ZINCO+SELENIO 400MG 60CP""}"
7891066001475,"{""RAIA VIT CDZ EFV 10"",""VITAMINA C DROGA RAIA TRIPLA AÇÃO 10 COMPRIMIDOS""}"
7891066001482,"{""RAIA VIT CDZ EFV 30"",""RAIA  X 30 CPR (RDF)""}"
7891066001499,"{""DROG VIT CDZ EFV 10"",""DROGASIL  X 10 CPR (RDF)""}"
7891066001505,"{""DROG VIT CDZ EFV 30"",""DROGASIL  X 30 CPR (RDF)""}"
7891066002328,"{""RAIA VIT C GOTAS 20ML"",""VITAMINA C RAIA 20CPS""}"
7891066002335,"{""DROGA VIT C GOTAS 20ML"",""VITAMINA C DROGASIL SABOR CARAMELO 20ML""}"
7891066002922,"{""RAIA VITAMINA C + ARGININA 16 COMPRIMIDOS"",""VITAMINA C + ARGININA EFERVESCENTE DROGA RAIA 16 COMPRIMIDOS""}"
7891066002939,"{""SUPL ALIM DROGASIL VIT C+ARGININA EFERV LARANJA 16CPRS""}"
7891066003004,"{""RAIA VITAMINA C 1G SABOR LARANJA 10 COMPRIMIDOS EFERVESCENT"",""SUPL ALIM RAIA VIT C 10CPRS""}"
7891066003011,"{""RAIA VIT C 1G 30S"",""RAIA 1G X 30 CPR (RDF)""}"
7891066003028,"{""DROGASIL VIT C 1G 10S"",""VITAMINA C EFERVESCENTE DROGASIL 1G LARANJA 10CAPS""}"
7891066003035,"{""DROGASIL VIT C 1G 30S"",""DROGASIL 1G X 30 CPR (RDF)""}"
7891066004568,"{""DROGARAIA MULTI AZ 90 CAPSULA"",""RAIA  X 90 CPR (RDF)""}"
7891066004575,"{""DROGASIL MULT AZ 90S"",""DROGASIL  X 90 CPR (RDF)""}"
7891066004582,"{""DROGARAIA MULT MULH 90"",""DROGASIL  X 90 CPR (RDF)""}"
7891066004599,"{""DROGASIL MULT MULH 90"",""SUPLEMENTO ALIMENTAR DROGASIL MULTI MULHER 90CP""}"
7891066004605,"{""DROGARAIA MULT HOMEM90"",""RAIA 500MG X 90 CPR (RDF)""}"
7891066004612,"{""DROGASIL MULT HOMEM 90"",""MULTIVITAMINICO DROGASIL MULTI HOMEM 90CPS""}"
7891066005183,"{""DROGASIL VITAMINA C + ZINCO COM 10 COMPRIMIDOS EFERVESCENTES"",""DROGASIL  X 10 CPR (RDF)""}"
7891066005190,"{""RAIA VIT CZINC 10"",""RAIA  X 10 CPR (RDF)""}"
7891066005206,"{""DROGASIL VIT CZINC 30"",""VITAMINA C + ZINCO DROGASIL EFERVESCENTES 30COMPRIMIDOS""}"
7891066005213,"{""RAIA VIT CZINC 30"",""VITAMINA C DROGA RAIA EFERVECENTE + ZINCO 10MG 30UN""}"
7891066005220,"{""RAIA LACTASE ENZ 60S"",""LACTASE RAIA 60CPS""}"
7891066005251,"{""DROGASIL LACT ENZ 100S"",""LACTASE DROGASIL 100CPS""}"
7891066005282,"{""NEEDS SIMET 75MG GT 30"",""SIMETICONA NEEDS 75MG 30CPS""}"
7891066006463,"{""RAIA VIT D 2000UI 60S"",""RAIA 2000IU X 30 CPR (RDF)""}"
7891066006470,"{""DROGASIL VT D 2000UI60"",""DROGASIL 2000IU X 60 CPR (RDF)""}"
7891066006845,"{""RAIA MELATONINA 120S"",""MELATONINA RAIA 120CPS""}"
7891066006852,"{""DROGASIL MELATON 120S"",""SUPLEMENTO ALIM MELATONINA DROGASIL 0,21MG 120 COMPRIMIDOS""}"
7891066006869,"{""DROGASIL MELATON 30ML"",""SUPLEMENTO ALIM MELATONINA DROGASIL 0,21MG GOTAS 30ML""}"
7891066006876,"{""RAIA MELATONINA 210MCG GOTAS 30ML"",""SUPL ALIM BWELL MELATONINA GOTAS MENTA 21MG 30ML""}"
7891066006982,"{""RAIA MELATONINA 60S"",""SUPL ALIM RAIA MELATONINA SUBLINGUAL MENTA 0.21MG 60CPRS""}"
7891066006999,"{""DROGASIL MELATON 60S"",""SUPL ALIM DROGASIL MELATONINA SUBLINGUAL MENTA 0.21MG 60CP""}"
7891066007583,"{""DROGASIL COENZ Q10 30"",""SUPL ALIM DROGASIL COENZIMA Q10+VITAMINA E 100MG 30CP""}"
7891066007606,"{""DROGASIL COENZ Q10 60"",""SUPL ALIM DROGASIL COENZIMA Q10+VITAMINA E 100MG 60CP""}"
7891066007613,"{""RAIA VIT CARGIN 32S"",""SUPL ALIM DROGASIL VIT C+ARGININA EFERV LARANJA 32CPRS""}"
7891066007620,"{""DROGASIL VIT CARGI 32"",""SUPL ALIM DROGASIL VIT C+ARGININA EFERV LARANJA 32CPRS""}"
7891066008689,"{""NATZ OLEO ESSENCIAL DE EUCALIPTO 10ML"",""OLEO ESSENCIAL NATZ EUCALIPTO 10ML""}"
7891066008788,"{""NATZ CURCUMA 60 CAPSULAS"",""NATZ 400MG X 60 CPR (RDF)""}"
7891066008795,"{""Natz Cranberry + Vitamina C + Zinco 500mg com 30 Cápsulas"",""SUPL ALIM NATZ CRANBERRY + VIT C X30CPRS (RDF)""}"
7891066008801,"{""NATZ CRANBERRY EXTRATO + VITAMINA C E ZINCO 60 CAPSULAS"",""NATZ 500MG X 0 CPR (RDF)""}"
7891066008818,"{""NATZ CRANBERRY EXTRATO + VITAMINA C E ZINCO 90 CAPSULAS"",""NATZ 500MG X 0 CPR (RDF)""}"
7891066008825,"{""NATZ CRANBERRY EM PO 30 SACHES DE 5G"",""SUPL ALIM NATZ CRANBERRY + VIT C X30X5G (RDF)""}"
7891066008832,"{""NATZ  OLEO DE ALHO 500MG 60 CAPSULAS"",""Natz Óleo De Alho 500mg Com 60 Cápsulas"",""NATZ 500MG X 60 CPR (RDF)""}"
7891066008849,"{""NATZ OL COCOCARTAM 60"",""NATZ 1000MG X 60 CPR (RDF)""}"
7891066008887,"{""NATZ FIBRAS EM PO 260G"",""SUPLEMENTO NATZ FIBRAS EM PO 260G""}"
7891066008924,"{""NATZ EXTRATO DE PROPOLIS VERDE ALCOOLICO 30ML"",""NATZ  X 30 ML (RDF)""}"
7891066009815,"{""NATZ CAFEINA 60 CAPSULAS"",""NATZ 400MG X 60 CPR (RDF)""}"
7891066009822,"{""NATZ LICOPENO + SELENIO 60 CAPSULAS"",""NATZ  X 60 CPR (RDF)""}"
7891066009839,"{""NATZ GUARANA 60 CAPSULAS"",""GUARANA 520MG NATZ 60CAPS ."",""NATZ 520MG X 60 CPR (RDF)""}"
7891066009846,"{""NATZ FITOESTEROL 60 CAPSULAS"",""NATZ  X 60 CPR (RDF)""}"
7891066009853,"{""NATZ PSYLLIUM 180G"",""SUPLEMENTO ALIMENTAR NATZ PSYLLIUM 180G"",""NATZ  X 180 G (RDF)""}"
7891066009907,"{""NEEDS VITA HOMEM 60 CAPSULAS"",""SUPLEM ALIM NEEDS VITA HOMEM 60 CAPS""}"
7891066009914,"{""NEEDS VITA MULHER 60 CAPSULAS"",""VITAMINA NEEDS POLIVITAMINICO VITA MULHER 60CPS""}"
7891066009921,"{""NEEDS VITA A/Z 60 CAPSULAS"",""MULTIVITAMINICO VITA AZ NEEDS 60 CAPSULAS""}"
7891066009938,"{""NEEDS VITA SENIOR 60 CAPSULAS"",""MULTIVITAMINICO NEEDS VITA SENIOR 60+ 60CPS""}"
7891066010118,"{""NEEDS VITA OMEGA 3 60 CAPSULAS"",""VITAMINA OMEGA 3 NEEDS 60CAPS""}"
7891066010125,"{""NEEDS VITA OMEGA 120 CAPSULAS"",""NEEDS VITA OMEGA 3 C/120 CAPS"",""SUPLEMENTO NEEDS VITA OMEGA 3 120CAPS""}"
7891066010132,"{""NATZ OLEO DE PRIMULA 60 CAPSULAS"",""NATZ 500MG X 60 CPR (RDF)""}"
7891066010149,"{""OLEO DE LINHACA NATS 60CAPS"",""Natz Óleo Linhaça Dourada 1000mg com 60 Cápsulas"",""SUPL ALIM NATZ OLEO DE LINHACA DOU 1000MG X 60 CPRS (RDF)""}"
7891066010156,"{""NEEDS VITA MULHER 90 CAPSULAS"",""VITAMNINA NEEDS VITA MULHER 90CAPS""}"
7891066010163,"{""NEEDS VITA A/Z 90 CAPSULAS"",""SUPLEM NEEDS SUPLEM ALIM VITA A-Z 90CAPS""}"
7891066010170,"{""NEEDS VITA HOMEM 90 CAPSULAS"",""VITAMINA NEEDS VITA HOMEM 90CP""}"
7891066010231,"{""PARACETAMOL 500MG + CAFEINA 65MG 10CP"",""Bwell Paracetamol + Cafeína 500mg com 10 Comprimidos"",""SUPL ALIM MULT BWELL PARACETAMOL+CAFEINA 500 MG 10CPRS""}"
7891066010538,"{""Bwell Di-Magnésio Malato 500mg com 60 Cápsulas"",""BWELL 500MG X 60 CPR (RDF)""}"
7891066010545,"{""BWELL OMEGA 3 180 CAPSULAS COM SELO IFOS"",""BWELL  X 180 CPR (RDF)""}"
7891066010552,"{""BWELL VITAMINA C + ARGININA 32 COMPRIMIDOS"",""BWELL VITAMINA C + ARGININA CPR EFE LARA 1.0 G  X 32 /1"",""BWELL 1G X 32 CPR (RDF)""}"
7891066010576,"{""CLORETO PA 100 CPR"",""BWELL CLORETO DE MAGNESIO PA 500MG 100 CAPSULAS"",""BWELL 500MG X 100 CPR (RDF)""}"
7891066010583,"{""BWELL PICOLINATO DE CROMO 250MCG 60 CAPSULAS"",""BWELL  X 60 CPR (RDF)""}"
7891066010590,"{""BWELL OMEGA 3 PLUS 120 CAPSULAS"",""SUPL ALIM BWELL OMEGA 3 X 120CAPS (RDF)""}"
7891066010606,"{""MELATONINA+L-TRIPTOFANO 120CPS (BWELL)"",""BWELL MELATONINA+L-TRIPTOFANO 120 CAPSULAS"",""BWELL  X 120 CPR (RDF)""}"
7891066010668,"{""LACTASE 10.000UI 8 CAPS"",""BWELL LACTASE ENZIMA DIGESTIVA 10.000 FCC 8 COMPRIMIDOS MAS"",""BWELL  X 1 CPR (RDF)""}"
7891066010675,"{""BWELL PARACE  CAF 30S"",""BWELL PARACETAMOL+CAFEINA CPR 500.0 MG  X 30 /65"",""BWELL 500MG X 30 CPR (RDF)""}"
7891066010811,"{""Bwell Acetilcisteína + Vitamina C Xarope 120ml"",""GACETILCISTEINA XPE AD 40MGVITAMINA C 25MG 120ML"",""BWELL  X 120 ML (RDF)""}"
7891066010842,"{""Bwell Melatonina + L-Triptofano com 60 Cápsulas"",""BWELL  X 60 CPR (RDF)""}"
7891066010972,"{""NATZ ESPIRULINA 60 CAPSULAS"",""NATZ  X 60 CPR (RDF)""}"
7891066011009,"{""BWELL ÔMEGA 3 PLUS 60 CAPSULAS"",""SUPL ALIM BWELL OMEGA 3 X 60CAPS (RDF)""}"
7891066011016,"{""BWELL OMEGA 3 120 CAPSULAS COM SELO IFOS"",""BWELL  X 120 CPR (RDF)""}"
7891066011023,"{""BWELL OMEGA 3 90 CAPSULAS COM SELO IFOS"",""BWELL  X 90 CPR (RDF)""}"
7891066011139,"{""BWELL LACTASE + PROBIÓTICO 30 CAPSULAS"",""SUPLEMENTO BWELL LACTASE + PROBIOTICO 30CP""}"
7891066011795,"{""NATZ MIX DE FIBRAS LIQUIDAS INFANTIL 240ML"",""NATZ  X 240 ML (RDF)""}"
7891066011818,"{""NATZ GELEIA DE FIBRAS 250G"",""NATZ  X 250 G (RDF)""}"
7891066012594,"{""BWELL COENZIMA Q10 100MG + VITAMINA E 10MG 30 CAPSULAS"",""BWELL  X 30 CPR (RDF)""}"
7891066012631,"{""BWELL GLUTENWELL 20 CAPSULAS"",""BWELL  X 30 CPR (RDF)""}"
7891066012679,"{""Bwell Vitamina C + Arginina Laranja 1g com 16 Comprimidos E"",""BWELL 1G X 16 CPR (RDF)""}"
7891066012921,"{""NATZ CURCUMA 120 CAPSULAS"",""NATZ 400MG X 120 CPR (RDF)""}"
7891066012938,"{""COENZIMA Q 12 BEELL"",""BWELL COENZIMA Q10 100MG + VITAMINA E 10MG 60 CAPSULAS"",""BWELL  X 60 CPR (RDF)""}"
7891066013263,"{""NATZ OLEO ESSENCIAL BLEND (HORTELA PIMENTA E ALECRIM) RESPI"",""BLEND DE OLEOS ESSENCIAIS NATZ RESPIRACAO 10ML""}"
7891066013546,"{""TRIPTOFANO 860MG C/60 COMP"",""BWELL TRIPTOFANO 860MG COM 60 CAPSULAS"",""VITAMINA TRIPTOFANO 860MG BWELL 60CPS""}"
7891066013614,"{""MELATONINA+L-TRIPTOFANO PASTILHA GOMA 60GR"",""BWELL MELATONINA E TRIPTOFANO GUMMY 60 GOMAS"",""BWELL  X 60 CPR (RDF)""}"
7891066013843,"{""BWELL HIDRATALIV SABOR AGUA DE COCO 4 ENVELOPES 28,97G CADA"",""BWELL  28.9 G X 4 (RDF)""}"
7891066013850,"{""Bwell Hidrataliv Pó Laranja 4 Sachês com 28.9g"",""BWELL HIDRATALIV SABOR LARANJA 4 ENVELOPES 28,97G CADA"",""BWELL  28.9 G X 4 (RDF)""}"
7891066014192,"{""NATZ PSYLLIUM LARANJA 10 SACHE 8G"",""SUPLEMENTO ALIMENTAR NATZ SABOR LARANJA 180G""}"
7891066014369,"{""L-METILFOLADO DE CALCIO 30CAPS"",""BWELL L-METILFOLATO DE CALCIO 30 CAPSULAS"",""L-METILFOLATO BWELL 30CAPS""}"
7891066014376,"{""VITAMINA C 1G BWELL C/10 COMP EFEV"",""Bwell Vitamina C Laranja 1g com 10 Comprimidos Efervescentes"",""BWELL 1G X 10 CPR (RDF)""}"
7891066014383,"{""VITAMINA C 1G 30CP EFER"",""Bwell Vitamina C Laranja 1g com 30 Comprimidos Efervescentes"",""BWELL 1G X 30 CPR (RDF)""}"
7891066014390,"{""VITAMINA C 1G COM ZN 10 CPR"",""Bwell Vitamina C + Zinco Laranja 1g com 10 Comprimidos Efer"",""BWELL 1G X 10 CPR (RDF)""}"
7891066014406,"{""BWELL VITAMINA C + ZINCO 30 COMPRIMIDOS EFEVERSCENTES"",""BWELL 1G X 30 CPR (RDF)""}"
7891066014413,"{""VITAMINA C-d 1G COM ZN 10 CPR"",""BWELL VITAMINA C TRIPLA ACAO 10 COMPRIMIDOS EFEVERSCENTES"",""BWELL  X 10 CPR (RDF)""}"
7891066014420,"{""BWELL VITAMINA C TRIPLA ACAO 30 COMPRIMIDOS EFEVERSCENTES"",""BWELL  X 30 CPR (RDF)""}"
7891066014468,"{""VITAMINA D 1000 MG"",""BWELL VITAMINA D3 1000UI 30 CAPSULAS"",""BWELL 1000IU X 30 CPR (RDF)""}"
7891066014475,"{""BWELL VITAMINA D3 2000UI 30 CAPSULAS"",""BWELL 2000IU X 30 CPR (RDF)""}"
7891066014482,"{""BWELL VITAMINA D3 2000UI 60 CAPSULAS"",""BWELL 2000IU X 60 CPR (RDF)""}"
7891066014888,"{""VITAMINA C GOTAS"",""BWELL VITAMINA C GOTAS INFANT 20.0 ML X 1"",""VITAMINA BWELL C INFANTIL 20ML""}"
7891066015069,"{""BWELL VITAMINA C CPR LIB PROL 500.0 MG  X 30"",""VITAMINA BWELL VIT C 500MG C/30CP""}"
7891066015229,"{""BWELL MDK CALCIO CITRATO MALATO 260MG + MAGNESIO + VITAMINA"",""BWELL 2000IU X 60 CPR (RDF)""}"
7891066015236,"{""CALCIO+ VIT D 30 CPR"",""BWELL CALCIO CITRATO MALATO 250M MG E VITAMINA D3 2000UI 30"",""BWELL 2000IU X 30 CPR (RDF)""}"
7891066015243,"{""BWELL MDK PLUS CALCIO CITRATO 260MG+MAGNESIO+VITAMINAS D3 2"",""VITAMINA BWELL MDK PLUS 60CPR""}"
7891066015250,"{""Natz Betacaroteno 400mg com 60 Cápsulas"",""NATZ 400MG X 60 CPR (RDF)""}"
7891066015267,"{""NATZ OLEO DE LINHACA, OLEO DE PRIMULA E OLEO DE SEMENTE DE"",""PRIMULA PLUS NATZ 60 CAPS""}"
7891066015274,"{""NEEDS VITA CARBONATO DE CALCIO 500MG E VITAMINA D3 2000UI 6"",""VITAMINA NEEDS CALCIO + VITAMINA D 60CP""}"
7891066015342,"{""Bwell Tripla Ação com 30 Comprimidos Revestidos"",""SUPL ALIM BWELL TRIPL ACAO 30 CAPS""}"
7891066015359,"{""BWELL TRIPLA ACAO 100 COMPRIMIDOS"",""Bwell Tripla Ação com 100 Comprimidos Revestidos"",""VITAMINA C EFERVESCENTE 1G BWELL TRIPLA ACAO LARANJA 30COMP""}"
7891066015366,"{""Bwell Vitamina C 1g com 30 Comprimidos Revestidos"",""VITAMINA C 1G BWELL 30 CAPS""}"
7891066015373,"{""BWELL VITAMINA C 1G 100 COMPRIMIDOS"",""VITAMINA C + ARGININA BWELL 16COMPRIMIDOS""}"
7891066016059,"{""BWELL MULTIVITAMINICO BARI BALANCE 100 CAPSULA MOLE"",""SUPLEMENTO ALIMENTAR BWELL BARI BALANCE 100CP""}"
7891066016066,"{""BWELL MULTIVITAMINICO MULHER 60 CAPSULAS MOLE"",""BWELL - MULTIVITAMÍNICO MULHER + AC. HIALURÔNICO"",""SUPL ALIM MULT MULHER C/AC HIALURONICO 60CAPS (RDF)""}"
7891066016073,"{""BWELL MULTIVITAMINICO HOMEM 50+ 30 CAPULAS MOLE"",""SUPLEMENTO ALIMENTAR BWELL HOMEM 50+ 50CAPSULAS""}"
7891066016080,"{""BWELL MULTIVITAMINICO MULHER 50+ 30 CAPULAS MOLE"",""SUPL ALIM MULT BWELL MULHER 50+ 30CP""}"
7891066016097,"{""BWELL MULTIVITAMINICO MULHER 30 CAPSULAS MOLE"",""SUPLEMENTO ALIM POLIVITAMÍNICO BWELL MULHER 30 CÁPSULAS""}"
7891066016158,"{""HOMEME +LICOPENO 30 CPR"",""BWELL MULTIVITAMINICO HOMEM 30 CAPSULAS"",""SUPL ALIM BWELL MULT HOMEM 30S""}"
7891066016165,"{""BWELL MULTIVITAMINICO HOMEM + LICOPENOFR 60 CÁPSULAS"",""SUPL ALIM BWELL MULT HOMEM 60 CAPS""}"
7891066016172,"{""BWELL IMUNIDADE FR 60 CÁPSULAS"",""SUPL ALIM MULT BWELL IMUNIDADE X 60CAPS (RDF)""}"
7891066016189,"{""BWELL MULTIVITAMINICO AZ + CAFEÍNA 30 CÁPSULAS"",""SUPL ALIM BWELL MULT AZ CAF 30 CAPS""}"
7891066016196,"{""AZ+CAFEINA 60 CPR"",""BWELL MULTIVITAMINICO AZ + CAFEÍNA 60 CÁPSULAS"",""SUPLEMENTO ALIM BWELL AZ +CAFEINA CAIXA 60CAPSULAS""}"
7891066016202,"{""BWELL CONCENTRAMAX 60 CÁPSULAS"",""SUPL ALIM BWELL CONCENTRAMAX 60 CAPS""}"
7891066016219,"{""BWELL DERMOWELL BL 30 COMPRIMIDOS"",""SUPLEMENTO ALIMENTAR BWELL DERMOWELL 30 CAPS""}"
7891066016349,"{""NATZ NATUFIN 60 CAPSULAS"",""SUPLEMENTO ALIM POLIVITAMINICO NATUFIN NATZ 60 CAPSULAS""}"
