barcode,descriptions
7908079514806,"{""BORG GUMMY KDIS FRAMBROESA 30CAPS"",""BORG GUMMY KIDS MULTIVITAMINICO FRAMBOESA 30 GOMAS"",""MULTIVITAMINICO BORG GUMMY KIDS SB FRAMBOESA 30UN""}"
7908079514813,"{""BORG GUMMY KIDS VITAMINA D3 LARANJA LIMÃO E MORANGO 30 GOMAS"",""SUPL ALIM BORG GOMAS KIDS VIT D3 LARANJA LIMAO MORANG 30CP""}"
7908079514820,"{""BORG GUMMY KIDS VITAMINA C LARANJA 30 GOMAS"",""MULTIVITAMINICO BORG GUMMY KIDS SB LARANJA 30UN""}"
7908079514837,"{""PRODIZ MELATONINA GUMMY MORANGO 3OGOMAS"",""PRODIZ GUMMY MELATONINA SAB MOR 30 GOMAS MAST"",""MELATONINA PRODIZ GUMMY MORANGO 30CP""}"
7908079514905,"{""PRODIZ MELATONINA MENTA 120CPD"",""PRODIZ MELATONINA MENTA C/120 COMP MAST"",""PRODIZ MELATONINA SABOR MENTA 120CP""}"
7908079514929,"{""PRODIZ MELATONINA 0,21MG SOL ORAL GTS 30ML - THERAPY"",""PRODIZ MELATONINA 210MCG GOTAS 30ML""}"
7908079515292,"{""BORG MAGNESIO TAURATO 60CAPS"",""BORG MAGNESIO TAURATO 60 CAPS"",""SUPL ALIM BORG MAGNESIO TAURATO 60CP""}"
7908079515513,"{""CARTI MASTER PEA 60CPS"",""CARTI MASTER PEA C/60 CAPS"",""SUPL ALIM CARTI MASTER PEA 60CP""}"
7908079515520,"{""BORG COG MEMO 60CAPS"",""BORG COG MEMO C/60 CAPS"",""SUPLEMENTO ALIMENTAR BORG COG MEMO 60CP""}"
7908079515537,"{""CRONOVIT TRIPLA ACAO C, D+ZINCO 30 SACHES"",""CRONOVIT TRIPLA ACAO C D + ZINCO 30 SACHES EFERV"",""SUPL ALIM CRONOVIT TRIPLA ACAO ZINCO""}"
7908079515544,"{""CRONOVIT TRIPLA ACAO C, D+ZINCO 10 SACHES"",""CRONOVIT TRIPLA ACAO C D + ZINCO 10 SACHES EFERV"",""SUPL ALIM CRONOVIT TRIPLA ACAO ZINCO""}"
7908079515551,"{""CRONOVIT VIT C 30 SACHES"",""CRONOVIT VITAMINA C 30 SACHES"",""SUPL ALIM CRONOVIT PO EFERVESCENTE VIT C SACHE 30X4G""}"
7908079515568,"{""CRONOVIT VIT C 10 SACHES"",""CRONOVIT VITAMINA C 10 SACHES"",""SUPL ALIM CRONOVIT PO EFERVESCENTE VIT C SACHE 10X4G""}"
7908079515575,"{""L-GLUTAMINA COOPER ENERGY 300G"",""L GLUTAMINA COOPER ENERGY 300G"",""SUPL ALIM COOPER ENERGY GLUTAMINA 300G""}"
7908079515629,"{""CRONOVIT VITAMINA D3 GOTAS SABOR LIMAO 20ML"",""CRONOVIT GOTAS LIMAO 20ML""}"
7908079515650,"{""EPADOSE ABACAXI FLAC 10ML"",""EPADOSE B1 SOL ORAL ABACAXI 10ML"",""SUPL ALIM EPADOSE B1 FLACONETE ABACAXI 60X10ML""}"
7908079516145,"{""BORG CURCUMA 30CPS"",""BORG CURCUMA 130MG C/30 CAPS"",""BORG CURCUMA 130MG 30CAPS""}"
7908079516176,"{""CRONOVIT BIOTINA 30CAPS"",""CRONOVIT BIOTINA 250MG C/30 CAPS"",""CRONOVIT BIOTINA 250MG 30CP""}"
7908079516206,"{""BORG CRANBERRY + LICOPENO 30CAPS"",""BORG CRANBERRY 30CPRS""}"
7908079516213,"{""BORG VITAMINA B12 30CAPS"",""BORG VITAMINA B12 30CPS"",""SUPLEMENTO VITAMINICO BORG B12 + B6 + B3 + D + ZINCO 30CPS""}"
7908079516299,"{""BORG FERRO QUELATO14MG 60CPS"",""BORG FERRO QUELATO 14MG C/60 CAPS"",""SUPL ALIM VIT UNILIFE FERRO QUELATO 14MG 60CP""}"
7908079516305,"{""BORG MACA PERUANA LONG PRO 100G""}"
7908079516312,"{""BORG VITAMINA B12 9,94MCG 60CPR MASTIGAVEL FRUTAS VERMELHAS"",""BORG B12 FRUTAS VERMELHAS 60CP""}"
7908079517012,"{""LEITE MAG 350ML HORTELA TRIANE"",""TRIANE SUAVEMAG LEITE MAGNESIA HORTELA 350ML"",""SUPL ALIM MULT TRIANE LEITE MAGNESIA HORTELA 350ML""}"
7908079517852,"{""BORG BARIATRICO 60CPS"",""BORG BARIATRICO C/60 CAPS DURA"",""SUPL ALIM BORG BARIATRICO 60CPRS""}"
7908079517869,"{""BORG OMEGA 3 KIDS PEIXINHO CEREJA 60CP"",""BORG OMEGA 3 KIDS PEIXINHO C/60 CAPS MAST""}"
7908079517968,"{""BORG SULFATO FERROSO FRAMBOESA 30ML"",""BORG SULF FERROSO SOL ORAL FRAMBOESA 30ML GTS"",""SULFATO FERROSO BORG FRAMBOESA 125MG/ML 30ML""}"
7908079518217,"{""BORG MULTIVIT KIDS CP MASTIGAVEIS UVA 60 UND"",""SUPL ALIM MULT BORG KIDS MULTIVITAMINICO UVA MAST 60UN""}"
7908079518224,"{""BORG MULTIVIT KIDS CP MASTIGAVEIS TUTTI FRUTTI 60 UND"",""SUPL ALIM BORG KIDS MASTIGAVEIS TUTTI FRUTTI 60CPR""}"
7908079518231,"{""BORG GUMMY OMEGA 3 KIDS LARANJA 30 UND"",""BORG GUMMY OMEGA 3 KIDS LAR C/30 GOMAS"",""SUPL ALIM BORG OMEGA 3 KIDS X 30CAPS""}"
7908079518255,"{""BORG GUMMY FERRO PLUS UVA 30 UND"",""SUPL ALIM GUMMY BORG FERRO PLUS UVA 30UN""}"
7908079518262,"{""ENTOMAC FAST MASTIGAVEL MENTA 40CP"",""ENTOMAC FAST MASTIG SABOR MENTA 40CP"",""SUPL ALIM ENTOMAC FAST MENTA MASTIGAVEIS 40CPRS""}"
7908079518392,"{""CRONOVIT VITAMINA C 1G 10CPR EFERVESCENTES NV"",""SUPL ALIM CRONOVIT VIT C 1G X 10CPRS""}"
7908079518408,"{""CRONOVIT VITAMINA C 1G 30CP EFERV"",""SUPL ALIM CRONOVIT VITAMINA EFERVESCEN 1G""}"
7908079518415,"{""VITAMINA C + D + ZINCO CRONOVI"",""CRONOVIT VITAMINA C + D + ZN 30CP EFERV"",""SUPL ALIM ZINCO VITAMINA CRONOVI 30UN""}"
7908079518446,"{""CRONOVIT VITAMINA C + ZINCO 10CPR EFERV NV"",""SUPL ALIM MULT CRONOVIT VITAMINA C + ZINCO 10CPR 1CPRS""}"
7908079519573,"{""BORG GUMMY VINAGRE DE MACA 60UND"",""BORG GUMMY 60CPR VINAGRE DE MACA"",""SUPL ALIM BORG VINAGRE DE MACA X 60 CAPS""}"
7908079521217,"{""BORG NAC 600MG  60CAPS"",""BORG NAC N-ACETIL 600MG 60CPS"",""SUPL ALIM BORG NAC 600MG X 60CAPS""}"
7908079521798,"{""CRONOLIV OMEGA 3 120CAPS"",""CRONOLIV OMEGA 3 C/120 CAPS"",""SUPL ALIM OMEGA 3 CRONOLIV 120UN""}"
7908119207576,"{""Moove Nutrition Pó Hydrate Água de Coco Sachê 20g"",""SUPLEMENTO MOOVE HYDRATE AGUA 20G""}"
7908134200071,"{""Suplemento Vitamínico e Ômega 3 DHA Regenesis com 90 Cápsul"",""REGENESIS OMEGA 3 GESTACAO C/90 CAPS (LIB) (ER) ( UN )"",""REGENESIS  X 90 CPR (EXE)""}"
7908134200088,"{""Hemolip Suplemento Alimentar á Base De Ferro com 30 Cápsula"",""HEMOLIP 30MG X 30 CPR (EXE)""}"
7908134200095,"{""HEMOLIPC/30 CAPS 30MG"",""HEMOLIP 30 CL (L)"",""EXELTIS SUPLEMENTO MINERAL HEMOLIP 30CAP""}"
7908134200118,"{""Suplemento Alimentar Regenesis Pré 30 Cápsulas Gelatinosas"",""REGENESIS PRE C/30 CAPS GEL (LIB) (ER) ( UN )"",""REGENESIS  X 30 CPR (EXE)""}"
7908134200125,"{""REGENESIS PREMIUM C/ 60 CAP"",""REGENESIS PREMIUM cx 60 cap cx 60 cap"",""REGENESIS  X 60 CPR (EXE)""}"
7908134200248,"{""REGENESIS PREMIUM C/ 120 CAP"",""Suplemento Alimentar ReGenesis Premium com 120 Cápsulas Gel"",""REGENESIS  X 120 CPR (EXE)""}"
7908134200316,"{""REGENESIS ANDRO C 60 C""}"
7908134200439,"{""REGENESIS PRE FERROC/30 CAPS"",""Regenesis Pré Ferro com 30 Cápsulas Gelatinosas Moles"",""REGENESIS PRE FERRO C/30 CAPS""}"
7908134200507,"{""TRESDE 2.000UI C/ 8 CAP"",""Suplemento Alimentar Tresdê 2.000UI com 30 Cápsulas"",""TRESDE 2000UI 30CP""}"
7908134200606,"{""FOLIFEME EXELTIS C/60 CAP"",""FOLIFEME C 60 CAPS GEL"",""FOLIFEME  X 60 CPR (EXE)""}"
7908134200712,"{""Regenesis Premium Lipinova com 60 Cápsulas"",""REGENESIS PREMIUM CX 60 CP  blisters com 60 capsulas moles"",""REGENESIS  X 60 CPR (EXE)""}"
7908134200811,"{""Regenesis Premium Lipinova com 120 Cápsulas"",""REGENESIS PREMIUM LIPINOVA C/120 CAPS MOLES 2 cart 60 cap m"",""REGENESIS  X 120 CPR (EXE)""}"
7908134200828,"{""PACK REGENESIS PREMIUM C/ 120 CAP"",""REGENESIS PREMIUM PACK PROMOCIONAL CAP. CX X 2 X 60"",""REGENESIS  X 120 CPR (EXE)""}"
7908135000991,"{""Sem descrição"",""Por Defecto"",""SUPL ALIM MEGABIL 10ML""}"
7908135001004,"{""Complexo B Gotas 20ml"",""SUPL ALIM COMPLEXO B 100CPRS""}"
7908135001318,"{""Sem descrição"",""SUPL ALIM EMULVIT 1000UI X 30CPRS""}"
7908135001325,"{""EMULVIT D3 2000UI 30CPR"",""Emulvit Vitamina D3 2000UI com 30 Comprimidos"",""SUPL ALIM EMULVIT VIT D3 2000IU 30CPRS""}"
7908135001349,"{""CAFEINA 60 CAPSULAS"",""SUPL ALIM CAFEINA 60CAPS""}"
7908135001394,"{""VITAMINA E 400MG 30CAPS KESTER"",""SUPL ALIM VITAMINA E VITAMINA E X 30CAPS""}"
7908135001660,"{""Sem descrição"",""SUPL ALIM MULT EMULVIT SILVER +50 60CAPS""}"
7908135001813,"{""Sem descrição"",""Por Defecto"",""SUPLI ALIM AFLEXA MAX 60CP""}"
7908135001837,"{""ZINCO QUELATO 60CPS"",""SUPL ALIM ZINCO QUELATO X 1UN""}"
7908135001844,"{""Sem descrição"",""SUPL ALIM CRANBERRY X 30CAPS""}"
7908135002131,"{""Sem descrição"",""SUPL ALIM SONITUS TRIPTOFANO X 60CPRS (KES)""}"
7908135002179,"{""Sem descrição"",""MELATONINA CONSONI 210MCG"",""SUPL ALIM MELATONINA CONSONI MELATONINA GOTAS 210MCG 30ML""}"
7908135002285,"{""Sem descrição"",""SUPL ALIM VITACEKLIN ZINCO 1G X 30CAPS""}"
7908135002322,"{""SONITUS MELATONINA 30ML"",""SUPL ALIM SONITUS KES MELATONINA 30ML""}"
7908135002568,"{""EMULVIT POWER 60CPR"",""SUPL ALIM POWER EMULVIT 60CPRS""}"
7908135002803,"{""VITACEKLIN 1GR ACETILCISTEINA 15CPR EFERV"",""SUPL ALIM VITACEKLIN ACETILCISTEINA 1G 15CPRS""}"
7908160302961,"{""STRETCH L TREONATO 90X500MG"",""MAGNESIO L-TREONATO STRETCH L 500MG 90CP"",""SUPL ALIM L TREONATO MAGNESIO STRETCH 90UN""}"
7908169315412,"{""Vitafor - OmegaFor Plus - 60 Cápsulas"",""SUPL ALIM VITAFOR OMEGAFOR PLUS 60 CAPS""}"
7908169323820,"{""Magnésio Dimalato Max - 60 Cps - Lauton"",""SUPL ALIM MAGNESIO DIMALATO X 60CAPS""}"
7908197602577,"{""OCEANMAX TERMOMETRO DE VIDRO"",""OCEANMAX TERMOMETRO DE VIDRO OCT09"",""OCEAN DE VIDRO 1UN""}"
7908216200012,"{""MP REVIGORMIL PHYTUS 60CAP"",""SUPL ALIM MULT REVIGORMIL PHITUS X 60CAPS""}"
7908228801320,"{""Vitamina C Kids Dr. Good com 120 Unidades"",""SUPLEMENTO ALIM VITAMINA C DR. GOOD KIDS FRASCO LARANJA 120""}"
7908228801337,"{""DR GOOD KIDSC/60 GOMAS VITAMINA C LARANJA"",""GOMA FINI DR GROOD VIT C KIDS GFA C 60 LARA"",""DRGOOD  X 60 CPR (SNC)""}"
7908228801344,"{""SUPLEM VIT C DIET DR.GOOD 60UN"",""SO VITAMINA C DR GOOD C60"",""SUPL ALIM DR GOOD VIT C X 60UN""}"
7908228801368,"{""DR GOOD DIETC/30 GOMA VITAMINA C TANGERINA"",""SUPLEMENTO ALIMENTAR DR GOOD FINI C/30UN - VITAMINA C - UN"",""DRGOOD  X 174 CPR (SNC)""}"
7908228801405,"{""Suplemento Alimentar Multigood Sabor Abacaxi e Morango Dr."",""DR. GOOD - POLIVITAMINICO MULTIGOOD - 30 GOMAS - ABACAXI E"",""DRGOOD  X 120 CPR (SNC)""}"
7908228801429,"{""Suplemento Alimentar Multigood Kids Dr. Good com 30 Gomas"",""GOMA FINI DR GROOD MULTIGOOD KIDS GFA C 30 MORAN"",""DR GOOD  X 30 CPR ()""}"
7908228801450,"{""SUPLEM MULTIGOOD DIET DR.GOOD 60UN"",""DR GOOD POLIVIT 60 UNI"",""SUPLEMENTO ALIM DR. GOOD MULTIGOOD ABACAXI E MORANGO 60 CAPS""}"
7908228801474,"{""DR GOOD POLI KIDS 60 UNI"",""NOVAMOX 2X 875MG/125MG 20 CP REV"",""POLIVITAMINICO DR GOOD MULTIGOOD KIDS 60CP""}"
7908228802600,"{""Suplemento Alimentar Dr. Good 5+Imune com 30 Gomas"",""5 + IMUNE SUPLE ALI PASTILHA DE GOMA DR GOOD FINI UVA 30 UNI"",""DRGOOD  X 30 CPR (SNC)""}"
7908228802860,"{""Dr. Good Imune Kids Sabor Maçã Vermelha com 30 Gomas"",""VITAMINA FINI DR GOOD 5 IMUNE KIDS SABOR MACA VERMELHA C30"",""DRGOOD  X 30 CPR (SNC)""}"
7908228802884,"{""DRGOOD IMUNE KIDS 60"",""Suplemento Alimentar Dr. Good 5+Imune com 60 Gomas"",""SUPL ALIM DR GOOD IMUNE KIDS X 60 GOMAS""}"
7908228803843,"{""Melatonina 0,21mg Dr. Good Sabor Morango com 60 Gomas"",""DR GOOD MELATONINA FINI SABOR MORANGO C/ 60 GOMAS ( UN )"",""DR GOOD 21MG X 60 CPR (SNC)""}"
7908228803911,"{""Melatonina 0,21mg Dr. Good Sabor Morango com 120 Gomas"",""FINI MELATONINA DR GOOD GOMAS C/120 UNID FINI MELATONINA DR"",""DR GOOD 21MG X 120 CPR (SNC)""}"
7908228804307,"{""Dr Good Gomas Hair Morango com 60 Unidades"",""DR GOOD SUPL ALIMENTAR HAIR C/60 - FINI MORANGO"",""DRGOOD  X 60 CPR (SNC)""}"
7908240510842,"{""MAX LOVE SERUM FAC VITAMINA C 10 EM 1"",""SUPL ALIM MAX LOVE SERUM FAC VITAMINA 10UN""}"
7908271308302,"{""Drogaria São Paulo Zinco 500mg com 60 Cápsulas"",""SUPL ALIM ZINCO ZINCO 500MG 60CP""}"
7908277600110,"{""Magnésio Dimalato 500mg com 60 Cápsulas"",""MAGNESIO DIMALATO 500MG C 60 MAGNESIO DIMALATO 500MG C"",""MAGNESIO DIMALATO 500MG 60CP""}"
7908277600325,"{""PICOLINATO DE CROMO 280MG 60 C"",""PICOLINATO DE CROMO BIO NUTRI FRASCO 120CPS""}"
7908293700061,"{""ALGODAO DISCO BE BETTER 100UN LV100"",""SUPL ALIM BE BETTER DISCOS L100P80 100UN""}"
7908293700399,"{""VITA MAIS AZ BE BETTER CAPS/60"",""SUPL ALIM BE BETTER VITA+ A/Z 60CP""}"
7908293700405,"{""VITA+ 50+ BE BETTER  60 CAPS"",""VITA MAIS 50 MAIS BE BETTER CAPS/60"",""SUPL ALIM BE BETTER VITA+ 50+ 60CPRS""}"
7908293700412,"{""HOMEM VITA+ BE BETTER C/ 60CAP"",""VITA MAIS HOMEM BE BETTER CAPS/60"",""SUPL ALIM BE BETTER VITA+ HOMEM 60CPRS""}"
7908293700429,"{""VITA MAIS MULHER BE BETTER CAPS/60"",""Be Better Vita + Mulher com 60 Cápsulas"",""SUPL ALIM BE BETTER VITA+ MULHER 60CP""}"
7908293700436,"{""VITA MAIS CABEUNHA BEBETTER CAPS/60"",""SUPL ALIM BE BETTER VITA+ CABELOS E UNHAS 60CP""}"
7908293700443,"{""VITA MAIS CALCIO 600 DK 60CPR BE BE"",""SUP ALIM BE BETTER VITA + CÁLCIO C/60CP"",""SUPL ALIM BE BETTER VITA+ CALCIO 600+D+K 60CPRS""}"
7908293700450,"{""VITA + OMEGA 3 BE BETTER 1000MG C/ 60 CAP"",""SUPL ALIM BE BETTER VITA+ OMEGA 3 EPA/DHA 60CPRS""}"
7908293700467,"{""VITA MAIS OMEGA3 BEBETTER CAPS/120"",""SUPL ALIM BE BETTER VITA+ OMEGA 3 1000MG 120CP""}"
7908293700757,"{""VITA MAIS VITAMINA C 1G 10UNID BE B"",""SUPL ALIM VITA + EFERVESCENTE VITAMINA C LARANJA 10CP""}"
7908293700764,"{""VITA MAIS VITAMINA C 1G 30UND BE BE"",""Vita+ Be Better Vitamina C 1000mg Sabor Laranja com 30 Comp"",""SUPL ALIM VITA + EFERVESCENTE VITAMINA C LARANJA 30CP""}"
7908293700771,"{""VITA + BE BETTER TRIPLA ACAO C/10"",""SUPL ALIM VITA + EFERVESCENTE TRIPLA ACAO LARANJA 10CP""}"
7908293700788,"{""VITA MAIS VITAMINA C TRIPLA ACAO 30"",""SUPL ALIM VITA + EFERVESCENTE TRIPLA ACAO LARANJA 30CP""}"
7908293700801,"{""VITA+ CLOR MAGNESIO BE BETTER  CPR X 100"",""SUPL ALIM VITA + CLORETO DE MAGNESIO P.A. 100CPRS""}"
7908293701624,"{""VITA MAIS CLOR MAGNESIO PO 33G BE B"",""SUPL ALIM VITA + CLORETO DE MAGNESIO EM PO 33G""}"
7908332700007,"{""MACA PERUANA 50 G"",""MACA PERUANA SABOR E SAUDE DESID PO 50G."",""MACA PERUANA SABOR E SAUDE 50G""}"
7908332700045,"{""BERINJELA FLORAVIDA 500MG""}"
7908332700069,"{""OLEO DE CARTAMO 60CAPS FLORAVIDA"",""CAPS FLORAVIDA OLEO DE CARTAMO 60 CAPS 1"",""OLEO DE CARTAMO FLORAVIDA 60 CPS""}"
7908332700076,"{""OLEO DE ALHO  500MG 60 CAPS"",""P N OLEO DE ALHO FLORA VIDA 60 CAPS"",""PROD NAT FLORAVIDA OLEO ALHO 500MG""}"
7908332700083,"{""CLORETO DE MAGNESIO  60 CPS"",""CAPS CLORETO DE MAGNESIO PA 60 500 MG FL"",""CLORETO MAGNESIO FLORAVIDA 60 CAPS""}"
7908332700106,"{""MACA PERUANA FLORAVIDA C/ 60 CAPS 550MG"",""MACA PERUANA COM ZMA FLORAVIDA EM CAPSULAS 60 500MG"",""MACA PERUANA CAPS FLORA VIDA 60CAPS""}"
7908332700144,"{""CAPS OMEGA 3 1G 60 FLORAVIDA"",""SABOR E SAUDE CAPS OMEGA 3 1G 60 CD:0144"",""FLORAVIDA OMEGA 3 1G 60CAPS""}"
7908332700236,"{""CURCUMA FLORAVIDA 400MG C/60 CAPS"",""SABOR SAUDE 60 CAP CURCUMA LONGA SABOR SAUDE FLORAVIDA"",""CURCUMA FLORAVIDA 400MG 60CAPS""}"
7908332700243,"{""CAPS CAFEINA 760MG 60 CAPS FLORAVIDA"",""SABOR E SAUDE CAPS CAFEINA 60CAPS CD:024"",""SUPL ALIM FLORAVIDA CAFEINA 700MG X 60CAPS""}"
7908332700274,"{""CAPS SPIRULINA 600 MG 60 CAPS FLORAVIDA"",""SPIRULINA CAPS 600MG 60CAPS FLORAVIDA""}"
7908332700588,"{""AMORA MIURA 60CAPS 550MG FLORAVIDA"",""AMORA MIURA FLORA VIDA C 60 CAPSULAS 33G"",""CAPSULAS FLORA VIDA AMORA MIURA PT C60 5""}"
7908332700724,"{""CAPS IMUNO ON SABOR E SAUDE 500MG C/ 60CAP"",""IMUNO ON 60CAPS 500MG FLORAVIDA""}"
7908332700830,"{""LEVEDO DE CERVEJA FLORAVIDA 100G"",""LEVEDO SABOR E SAUDE 100G DE CERVEJA ZIP"",""LEVEDO DE CERVEJA FLORAVIDA 10""}"
7908332700861,"{""OLEO PRIMULA FLORA VIDA C/ 60 CAP"",""CAPSULA OLEO DE PRIMULA 60 CPS FLORA VIDA"",""SUPL ALIM FLORAVIDA OLEO PRIMULA 1000MG X 60CAPS""}"
7908332701035,"{""SPIRULINA FLORAVIDA 50G"",""SPIRULINA SABOR E SAUDE 50G ALGA EM PO"",""SPIRULINA 6 FLORAVIDA 50G""}"
7908332701301,"{""CAPS OMEGA MULHER 60 FLORAVIDA"",""FLORAVIDA OMEGA MULHER 84G C60 CAPS 3 6 9"",""SUPL ALIM FLORAVIDA OMEGA MULHER 84G""}"
7908332701318,"{""MAG DIMALATO SABOR E SAUDE 550MG C/ 60CAP"",""SABOR SAUDE 60 CPS 550MG DIMALATO FLORAVIDA 33G"",""SUPL ALIM MAGNESIO DIMALATO FLORAVIDA CAPSULA 550G""}"
7908332701592,"{""CAPS CALCIO + D3 60 FLORAVIDA"",""CAPSULAS CALCIO + VIT. D3 FLORA VIDA  C/60"",""SUPL ALIM FLORAVIDA VITAMINA CALCIO 60UN""}"
7908332701684,"{""GINKGO BILOBA PO 50G FLORAVIDA"",""CHA FLORA VIDA GINKGO BILOBA PO 50 GR"",""GINKGO BILOBA EM PO FLORAVIDA 50G""}"
7908348603026,"{""Power Mill A-Z 500mg com 60 Cápsulas"",""MULTIVITAMINICO AZ UNISSEX POWER MILL 500MG 60CPS PREVENT PH"",""PREVENTPHARMA 500MG X 60 CPR (PRE)""}"
7908348603057,"{""Vitamina Power Mill A Prevent Pharma A-Z com 90 Cápsulas"",""SUP POWER MILL A A Z C/ 90 CAP C/ 3 UN"",""PREVENTPHARMA 500MG X 90 CPR (PRE)""}"
7908348603705,"{""Polivita Mill Mulher A-Z com 60 Cápsulas"",""Polivita Mill Mulher A-Z Com 60 Cápsulas"",""POLIVITA MILL  X 60 CPR ()""}"
7908348604078,"{""ZINCO QUELATO 60 CAPS NUTRI WEALTH"",""PROMEL ZINCO QUELATO 60CP""}"
7908348605037,"{""Pharma Sênior 50+ Homem com 60 Cápsulas"",""PHARMA SENIOR HOMEM +50 ANOS 60 CP POLIVIT. PVT."",""PREVENTPHARMA  X 60 CPR (PRE)""}"
7908348606539,"{""Vigor Max 2000mg com 90 Cápsulas"",""MACA PERUANA 2000MG VIGOR MAX 90 CPS - PREVENT (FA)"",""VIGORMAX 2000MG X 90 CPR (PRE)""}"
7908348606942,"{""Prevent C + Zinco 1g Sabor Laranja com 10 Comprimidos Eferv"",""Prevent C + Zinco 1g Sabor Laranja Com 10 Comprimidos Eferv"",""PREVENT 1G X 10 CPR (PRE)""}"
7908348607130,"{""Provitan Max Tripla Ação Sabor Laranja com 10 Comprimidos E"",""S VITAMINA C PROVITAN TRIPLA AÇÃO 1G C/10 COMP EFERV LARANJA"",""PROVITAN  X 10 CPR (PML)""}"
7908348607314,"{""Prevent C 1g Sabor Laranja com 10 Comprimidos Efervescentes"",""PREVENT C 1GR 10CPR EFERV - PR PREVENT C 1GR 10CPR EFERV"",""VITAMINA C PREVENT 1G 10CPRS""}"
7908348607321,"{""Prevent C com 30 Comprimidos Efervescentes"",""PREVENT C 1GR EFERVESCENTE C/30 (EMB ECO. 2 TUBOS C/15) PREV"",""SUPL ALIM PREVENT VITAMINA EFERVESCENTE COMPRIMIDO 1G""}"
7908348607901,"{""Provitan C Laranja 1000mg com 10 Comprimidos Efervescentes"",""PROVITAN C 1 GR 10 CP EFERV. - VITAMINA C"",""PROVITAN 1000MG X 10 CPR (PML)""}"
7908348608083,"{""MINERAZ C TRIPLA ACAO 10CPRS EFERV"",""SUPL ALIM ACAO MINERAZ ZINCO CPR EFER 1G""}"
7908348608106,"{""GOLD VITAM VITAMINA C 1GR10 CP EFVE"",""SUPL ALIM GOLD VITAM EFERVESCENTE 1G""}"
7908348608816,"{""VITAMINAS BEM CUIDAR FA2 C D ZINCO CPR-E FR X 10"",""VITAMINA C D + ZINCO BEM CUIDAR SB LARANJA 10 COMP EFERV"",""SUPL ALIM BEM CUIDAR VITAMINA ZINCO 10UN""}"
7908348608830,"{""VITAMINAS BEM CUIDAR FA2 VIT. C CPR-M CX X 10"",""SUPL ALIM BEM CUIDAR VITAMINA EFERVESCENTE COMPRIMIDO 10UN""}"
7908348608847,"{""VITAMINA C EFERVESCENTE BEM CUIDAR 30 COMPRIMIDOS"",""VITAMINA BEM CUIDAR C 1 GR C/ 30 COMP EFERV R$ 3"",""SUPL ALIM BEM CUIDAR VITAMINA LARANJA EFERVESCENTE 30X1G""}"
7908348608854,"{""VITAMINO MAX POWER VITAMINA C+D E ZINCO C/ 10 CPS"",""VITAMINA MAX POWER VITAMINA C+D E ZINCO 10CAPS""}"
7908348610840,"{""Femme Way Cabelos e Unhas Pague 2 e Leve 3 Unidades com 30"",""FEMME WAY CAB UN LEVE 3 PG 2 FEMME WAY CAB UN LEVE 3"",""FEMME WAY  X 90 CPR ()""}"
7908348615210,"{""ORLYSEC BLACK 60 CAPS"",""ORLYSEC PROMEL BLACK 60CP""}"
7908348616293,"{""VITAMINA C C10 CPR EFERV BEMV"",""VITAMINA C SABOR LARANJA 10CP EFERVECENTES BEM VITA"",""VITAMINA C BEM VITA EFERVESCENTE 10 CPRS""}"
7908348616309,"{""VITAMINA C C30 CPR EFERV BEMV"",""BEMVITA VITA C EFERV SABOR LARANJA C/30 CPR"",""VITAMINA C BEMVITA   30 CPRS EFERVESCENTE""}"
7908348616316,"{""Bemvita Vitamina C 1g + Zinco 10mg Laranja com 10 Comprimid"",""VITAMINA C + D + ZINCO TRIPLA ACAO 10CP EFERVECENTES BEM VI"",""SUPL ALIM MULT BEMVITA VIT C 1G + ZINCO LARANJA 10MG 10CPRS""}"
7908348616316,"{""Bemvita Vitamina C 1g + Zinco 10mg Laranja com 10 Comprimid"",""VITAMINA C + D + ZINCO TRIPLA ACAO 10CP EFERVECENTES BEM VI"",""SUPL ALIM MULT BEMVITA VIT C 1G + ZINCO LARANJA 10MG 10CPRS""}"
7908348616323,"{""Bemvita Vitamina C 1g + Zinco 10mg Laranja com 30 Comprimid"",""VITAMINA C + D + ZINCO TRIPLA ACAO 30CP EFERVECENTES BEM VI"",""SUPL ALIM BEMVITA VITAMINA C 1G + ZINCO LARANJA 10MG 30CPRS""}"
7908348616323,"{""Bemvita Vitamina C 1g + Zinco 10mg Laranja com 30 Comprimid"",""VITAMINA C + D + ZINCO TRIPLA ACAO 30CP EFERVECENTES BEM VI"",""SUPL ALIM BEMVITA VITAMINA C 1G + ZINCO LARANJA 10MG 30CPRS""}"
7908348616330,"{""MEGA DAY VITAMINA C 10CPR EFER"",""SUPL ALIM MEGA DAY VITAMINA C X 10CPR""}"
7908348616347,"{""CEnull"",""MEGA DAY VITAMINA C 30CPR EFER"",""SUPL ALIM MEGA DAY 30CPR""}"
7908348616354,"{""MEGA DAY VITAMINA C,D+Z 10CPR"",""SUPL ALIM MULT MEGA DAY C+D+Z X 10CPR""}"
7908348616361,"{""MEGA DAY VITAMINA C,D+Z 30CPR"",""SUPL ALIM MEGA DAY COMPRIMIDOS 30CPR""}"
7908348616538,"{""MULTIVITALE VIT C TRIP ACAO EF"",""VIT C TRIP ACAO EFERV C/10 CAPS MULTIVITALE"",""SUPL ALIM MULTIVITALE VITAMINA C X 10CPRS""}"
