SKU;Cod.Empresa;Empresa;Descripcion Minorista;RUBRO;Fecha Ult.Mov
7890282800015;83264;PP FPOLIS SACO DOS LIMÕES;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-09 00:00:00.0
5060632508515;83264;PP FPOLIS SACO DOS LIMÕES;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2023-04-14 00:00:00.0
5060632508508;83264;PP FPOLIS SACO DOS LIMÕES;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-27 00:00:00.0
7898687732993;83273;DC JLLE COSTA E SILVA;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-10-10 00:00:00.0
7898149934514;83273;DC JLLE COSTA E SILVA;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-06-15 00:00:00.0
7898149932183;83273;DC JLLE COSTA E SILVA;FEMIGESTROLC/30 CPR 160MG;SIN ASIGNAR(M);2022-05-16 00:00:00.0
7898074617612;83273;DC JLLE COSTA E SILVA;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-08-07 00:00:00.0
7898074613430;83273;DC JLLE COSTA E SILVA;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2024-02-20 00:00:00.0
7898074611276;83273;DC JLLE COSTA E SILVA;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7897595639066;83273;DC JLLE COSTA E SILVA;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7897595635198;83273;DC JLLE COSTA E SILVA;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2023-05-09 00:00:00.0
7897595604460;83273;DC JLLE COSTA E SILVA;ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2026-08-15 00:00:00.0
7897595602503;83273;DC JLLE COSTA E SILVA;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-07-01 00:00:00.0
7897316802861;83273;DC JLLE COSTA E SILVA;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2025-07-18 00:00:00.0
7897076909312;83273;DC JLLE COSTA E SILVA;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-02-24 00:00:00.0
7896658001680;83273;DC JLLE COSTA E SILVA;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-09 00:00:00.0
7896523227092;83273;DC JLLE COSTA E SILVA;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-07-31 00:00:00.0
7896241265543;83273;DC JLLE COSTA E SILVA;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-06-20 00:00:00.0
7896165600055;83273;DC JLLE COSTA E SILVA;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2026-09-01 00:00:00.0
7896165600048;83273;DC JLLE COSTA E SILVA;DDAVPC/30 CPR 0,1MG;SIN ASIGNAR(M);2022-11-30 00:00:00.0
7896112400554;83273;DC JLLE COSTA E SILVA;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-06-18 00:00:00.0
7896094208506;83273;DC JLLE COSTA E SILVA;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896094201477;83273;DC JLLE COSTA E SILVA;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7896006290667;83273;DC JLLE COSTA E SILVA;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7896006245339;83273;DC JLLE COSTA E SILVA;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7896006245322;83273;DC JLLE COSTA E SILVA;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-09 00:00:00.0
7896006201731;83273;DC JLLE COSTA E SILVA;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-07 00:00:00.0
7896006201717;83273;DC JLLE COSTA E SILVA;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-07-25 00:00:00.0
7896004775043;83273;DC JLLE COSTA E SILVA;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-07-30 00:00:00.0
7896004722122;83273;DC JLLE COSTA E SILVA;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-07-29 00:00:00.0
7895858017002;83273;DC JLLE COSTA E SILVA;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2025-08-27 00:00:00.0
7891721202391;83273;DC JLLE COSTA E SILVA;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7891317411923;83273;DC JLLE COSTA E SILVA;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-22 00:00:00.0
7891317020002;83273;DC JLLE COSTA E SILVA;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-05-16 00:00:00.0
7891317014773;83273;DC JLLE COSTA E SILVA;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-02 00:00:00.0
7891317001513;83273;DC JLLE COSTA E SILVA;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7891268106213;83273;DC JLLE COSTA E SILVA;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-08-09 00:00:00.0
7891142128638;83273;DC JLLE COSTA E SILVA;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2025-08-09 00:00:00.0
7891106000956;83273;DC JLLE COSTA E SILVA;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-07-31 00:00:00.0
7890282800015;83273;DC JLLE COSTA E SILVA;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-25 00:00:00.0
5060632508515;83273;DC JLLE COSTA E SILVA;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2026-09-23 00:00:00.0
5060632508508;83273;DC JLLE COSTA E SILVA;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7898687732993;83074;PP CAMPINA GRANDE DO SUL;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-10-20 00:00:00.0
7898149934514;83074;PP CAMPINA GRANDE DO SUL;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-08-13 00:00:00.0
7898074617612;83074;PP CAMPINA GRANDE DO SUL;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-06-05 00:00:00.0
7898074611276;83074;PP CAMPINA GRANDE DO SUL;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2023-06-24 00:00:00.0
7897595639066;83074;PP CAMPINA GRANDE DO SUL;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-17 00:00:00.0
7897595635198;83074;PP CAMPINA GRANDE DO SUL;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-01-13 00:00:00.0
7897595604460;83074;PP CAMPINA GRANDE DO SUL;ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2026-09-16 00:00:00.0
7897595602503;83074;PP CAMPINA GRANDE DO SUL;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-07-30 00:00:00.0
7897316802861;83074;PP CAMPINA GRANDE DO SUL;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2023-07-19 00:00:00.0
7896658001680;83074;PP CAMPINA GRANDE DO SUL;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-03 00:00:00.0
7896523227092;83074;PP CAMPINA GRANDE DO SUL;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-05-29 00:00:00.0
7896241265543;83074;PP CAMPINA GRANDE DO SUL;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-08-05 00:00:00.0
7896165600048;83074;PP CAMPINA GRANDE DO SUL;DDAVPC/30 CPR 0,1MG;SIN ASIGNAR(M);2022-08-09 00:00:00.0
7896112400554;83074;PP CAMPINA GRANDE DO SUL;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-05-08 00:00:00.0
7896094208506;83074;PP CAMPINA GRANDE DO SUL;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-07-17 00:00:00.0
7896094201477;83074;PP CAMPINA GRANDE DO SUL;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-08-07 00:00:00.0
7896006290667;83074;PP CAMPINA GRANDE DO SUL;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-05-13 00:00:00.0
7896006245339;83074;PP CAMPINA GRANDE DO SUL;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-07-07 00:00:00.0
7896006245322;83074;PP CAMPINA GRANDE DO SUL;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-12 00:00:00.0
7896006201731;83074;PP CAMPINA GRANDE DO SUL;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7896006201717;83074;PP CAMPINA GRANDE DO SUL;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-05-29 00:00:00.0
7896004775043;83074;PP CAMPINA GRANDE DO SUL;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7896004722122;83074;PP CAMPINA GRANDE DO SUL;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7891317411923;83074;PP CAMPINA GRANDE DO SUL;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2023-01-10 00:00:00.0
7891317014773;83074;PP CAMPINA GRANDE DO SUL;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-01-23 00:00:00.0
7891268106213;83074;PP CAMPINA GRANDE DO SUL;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7891142128638;83074;PP CAMPINA GRANDE DO SUL;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2025-04-24 00:00:00.0
7891106000956;83074;PP CAMPINA GRANDE DO SUL;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7890282800015;83074;PP CAMPINA GRANDE DO SUL;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-06 00:00:00.0
5060632508508;83074;PP CAMPINA GRANDE DO SUL;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2024-09-25 00:00:00.0
7898687732993;83342;DC JLLE BENJAMIN CONSTANT;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-07-20 00:00:00.0
7898149934514;83342;DC JLLE BENJAMIN CONSTANT;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7898074617612;83342;DC JLLE BENJAMIN CONSTANT;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-08-11 00:00:00.0
7898074616943;83342;DC JLLE BENJAMIN CONSTANT;FLUIMUCIL20ML SOL NAS 11,5MG/ML;SIN ASIGNAR(M);2023-06-13 00:00:00.0
7898074613430;83342;DC JLLE BENJAMIN CONSTANT;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2024-05-01 00:00:00.0
7898074611276;83342;DC JLLE BENJAMIN CONSTANT;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2025-06-25 00:00:00.0
7898049795260;83342;DC JLLE BENJAMIN CONSTANT;ACECLOFENACO VITAMEDICC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2026-05-25 00:00:00.0
7897595639134;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR SANDOZC/60 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-13 00:00:00.0
7897595639066;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7897595635198;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-04-30 00:00:00.0
7897595604460;83342;DC JLLE BENJAMIN CONSTANT;ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2026-06-16 00:00:00.0
7897595602503;83342;DC JLLE BENJAMIN CONSTANT;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7897076909343;83342;DC JLLE BENJAMIN CONSTANT;ACECLOFENACO RANBAXYC/24 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-03-26 00:00:00.0
7897076909312;83342;DC JLLE BENJAMIN CONSTANT;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-30 00:00:00.0
7896658001680;83342;DC JLLE BENJAMIN CONSTANT;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7896523227092;83342;DC JLLE BENJAMIN CONSTANT;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-12-15 00:00:00.0
7896241265543;83342;DC JLLE BENJAMIN CONSTANT;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-07-29 00:00:00.0
7896165600055;83342;DC JLLE BENJAMIN CONSTANT;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2023-05-03 00:00:00.0
7896165600048;83342;DC JLLE BENJAMIN CONSTANT;DDAVPC/30 CPR 0,1MG;SIN ASIGNAR(M);2023-11-13 00:00:00.0
7896112400554;83342;DC JLLE BENJAMIN CONSTANT;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-05-03 00:00:00.0
7896094208506;83342;DC JLLE BENJAMIN CONSTANT;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896094201477;83342;DC JLLE BENJAMIN CONSTANT;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006290667;83342;DC JLLE BENJAMIN CONSTANT;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7896006245339;83342;DC JLLE BENJAMIN CONSTANT;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006245322;83342;DC JLLE BENJAMIN CONSTANT;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-12 00:00:00.0
7896006201731;83342;DC JLLE BENJAMIN CONSTANT;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7896006201717;83342;DC JLLE BENJAMIN CONSTANT;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7896004775043;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896004722122;83342;DC JLLE BENJAMIN CONSTANT;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7895858017002;83342;DC JLLE BENJAMIN CONSTANT;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2025-05-22 00:00:00.0
7894916503754;83342;DC JLLE BENJAMIN CONSTANT;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2025-08-31 00:00:00.0
7891721202407;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR MERCKC/30 CPR 200MG GEN;SIN ASIGNAR(M);2025-03-27 00:00:00.0
7891721202391;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-08 00:00:00.0
7891721023484;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-03-04 00:00:00.0
7891721023477;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR MERCKC/25 CPR 200MG GEN;SIN ASIGNAR(M);2022-02-08 00:00:00.0
7891317411923;83342;DC JLLE BENJAMIN CONSTANT;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-14 00:00:00.0
7891317020002;83342;DC JLLE BENJAMIN CONSTANT;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-02-08 00:00:00.0
7891317014773;83342;DC JLLE BENJAMIN CONSTANT;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-06-21 00:00:00.0
7891317001513;83342;DC JLLE BENJAMIN CONSTANT;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-06-16 00:00:00.0
7891268106213;83342;DC JLLE BENJAMIN CONSTANT;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2024-09-03 00:00:00.0
7891142128638;83342;DC JLLE BENJAMIN CONSTANT;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7891106006149;83342;DC JLLE BENJAMIN CONSTANT;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2025-03-07 00:00:00.0
7891106000956;83342;DC JLLE BENJAMIN CONSTANT;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-07-18 00:00:00.0
7890282800015;83342;DC JLLE BENJAMIN CONSTANT;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-19 00:00:00.0
5060632508515;83342;DC JLLE BENJAMIN CONSTANT;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2025-08-17 00:00:00.0
5060632508508;83342;DC JLLE BENJAMIN CONSTANT;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7898687732993;83469;PP CTBA MATEUS LEME;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-10-12 00:00:00.0
7898149934514;83469;PP CTBA MATEUS LEME;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7898074617612;83469;PP CTBA MATEUS LEME;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-07-16 00:00:00.0
7898074613430;83469;PP CTBA MATEUS LEME;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2024-11-22 00:00:00.0
7897595639066;83469;PP CTBA MATEUS LEME;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7897595635198;83469;PP CTBA MATEUS LEME;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-05-26 00:00:00.0
7897595602503;83469;PP CTBA MATEUS LEME;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7897316802861;83469;PP CTBA MATEUS LEME;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2025-06-13 00:00:00.0
7896658001680;83469;PP CTBA MATEUS LEME;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-16 00:00:00.0
7896269901348;83469;PP CTBA MATEUS LEME;ZOVIRAXC/25 CPR 200MG;SIN ASIGNAR(M);2022-09-16 00:00:00.0
7896241265543;83469;PP CTBA MATEUS LEME;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-08-13 00:00:00.0
7896112400554;83469;PP CTBA MATEUS LEME;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-03-19 00:00:00.0
7896112116929;83469;PP CTBA MATEUS LEME;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2023-07-13 00:00:00.0
7896094208506;83469;PP CTBA MATEUS LEME;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-09-07 00:00:00.0
7896094201477;83469;PP CTBA MATEUS LEME;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896006290667;83469;PP CTBA MATEUS LEME;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7896006245339;83469;PP CTBA MATEUS LEME;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7896006245322;83469;PP CTBA MATEUS LEME;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-16 00:00:00.0
7896006201731;83469;PP CTBA MATEUS LEME;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-07-18 00:00:00.0
7896006201717;83469;PP CTBA MATEUS LEME;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-05-30 00:00:00.0
7896004775043;83469;PP CTBA MATEUS LEME;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-01 00:00:00.0
7896004722122;83469;PP CTBA MATEUS LEME;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-06-24 00:00:00.0
7895858017002;83469;PP CTBA MATEUS LEME;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2025-09-17 00:00:00.0
7894916503754;83469;PP CTBA MATEUS LEME;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2023-12-05 00:00:00.0
7891721202391;83469;PP CTBA MATEUS LEME;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-07-14 00:00:00.0
7891317411923;83469;PP CTBA MATEUS LEME;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2023-06-21 00:00:00.0
7891317014773;83469;PP CTBA MATEUS LEME;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-02 00:00:00.0
7891317001513;83469;PP CTBA MATEUS LEME;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-08-30 00:00:00.0
7891142128638;83469;PP CTBA MATEUS LEME;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2022-07-21 00:00:00.0
7891106006149;83469;PP CTBA MATEUS LEME;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2023-11-05 00:00:00.0
7891106000956;83469;PP CTBA MATEUS LEME;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-02-27 00:00:00.0
7890282800015;83469;PP CTBA MATEUS LEME;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-30 00:00:00.0
5060632508508;83469;PP CTBA MATEUS LEME;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7898687732993;83465;PP CTBA VICENTE MACHADO;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-11-11 00:00:00.0
7898149934514;83465;PP CTBA VICENTE MACHADO;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-08-19 00:00:00.0
7898074617612;83465;PP CTBA VICENTE MACHADO;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-08-28 00:00:00.0
7898074613430;83465;PP CTBA VICENTE MACHADO;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2024-11-04 00:00:00.0
7897595639134;83465;PP CTBA VICENTE MACHADO;ACICLOVIR SANDOZC/60 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-13 00:00:00.0
7897595639066;83465;PP CTBA VICENTE MACHADO;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-11-25 00:00:00.0
7897595635198;83465;PP CTBA VICENTE MACHADO;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-07-11 00:00:00.0
7897595604460;83465;PP CTBA VICENTE MACHADO;LECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2021-10-11 00:00:00.0
7897595602503;83465;PP CTBA VICENTE MACHADO;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-08-27 00:00:00.0
7897316802861;83465;PP CTBA VICENTE MACHADO;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2023-12-26 00:00:00.0
7897076909312;83465;PP CTBA VICENTE MACHADO;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2021-11-16 00:00:00.0
7896658001680;83465;PP CTBA VICENTE MACHADO;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-05 00:00:00.0
7896523227092;83465;PP CTBA VICENTE MACHADO;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-11-14 00:00:00.0
7896241265543;83465;PP CTBA VICENTE MACHADO;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2024-03-18 00:00:00.0
7896165600055;83465;PP CTBA VICENTE MACHADO;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2025-12-16 00:00:00.0
7896165600048;83465;PP CTBA VICENTE MACHADO;DDAVPC/30 CPR 0,1MG;SIN ASIGNAR(M);2021-11-23 00:00:00.0
7896112400554;83465;PP CTBA VICENTE MACHADO;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2023-09-30 00:00:00.0
7896112116929;83465;PP CTBA VICENTE MACHADO;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2024-02-27 00:00:00.0
7896094208506;83465;PP CTBA VICENTE MACHADO;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-08-05 00:00:00.0
7896094201477;83465;PP CTBA VICENTE MACHADO;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-08-16 00:00:00.0
7896006290667;83465;PP CTBA VICENTE MACHADO;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-07-18 00:00:00.0
7896006245339;83465;PP CTBA VICENTE MACHADO;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-22 00:00:00.0
7896006245322;83465;PP CTBA VICENTE MACHADO;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-16 00:00:00.0
7896006201731;83465;PP CTBA VICENTE MACHADO;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7896006201717;83465;PP CTBA VICENTE MACHADO;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-06-10 00:00:00.0
7896004775043;83465;PP CTBA VICENTE MACHADO;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-05 00:00:00.0
