SKU;Cod.Empresa;Empresa;Descripcion Minorista;RUBRO;Fecha Ult.Mov
7897595639134;83374;PP FPOLIS GAMA D ECA;ACICLOVIR SANDOZC/60 CPR 400MG GEN;SIN ASIGNAR(M);2025-11-10 00:00:00.0
7897595635198;83374;PP FPOLIS GAMA D ECA;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7897595602503;83374;PP FPOLIS GAMA D ECA;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-08-12 00:00:00.0
7897316802861;83374;PP FPOLIS GAMA D ECA;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2025-08-27 00:00:00.0
7896658001680;83374;PP FPOLIS GAMA D ECA;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-18 00:00:00.0
7896241265543;83374;PP FPOLIS GAMA D ECA;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7896165600055;83374;PP FPOLIS GAMA D ECA;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2023-07-22 00:00:00.0
7896112427032;83374;PP FPOLIS GAMA D ECA;ENVIDC/30 CAPS 800MCG+20MG;SIN ASIGNAR(M);2022-08-15 00:00:00.0
7896112400554;83374;PP FPOLIS GAMA D ECA;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-05-24 00:00:00.0
7896112116929;83374;PP FPOLIS GAMA D ECA;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2024-02-21 00:00:00.0
7896094208506;83374;PP FPOLIS GAMA D ECA;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-07-24 00:00:00.0
7896094201477;83374;PP FPOLIS GAMA D ECA;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7896006290667;83374;PP FPOLIS GAMA D ECA;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-08-18 00:00:00.0
7896006245339;83374;PP FPOLIS GAMA D ECA;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7896006245322;83374;PP FPOLIS GAMA D ECA;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-06-14 00:00:00.0
7896006201731;83374;PP FPOLIS GAMA D ECA;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7896006201717;83374;PP FPOLIS GAMA D ECA;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-08-05 00:00:00.0
7896004775043;83374;PP FPOLIS GAMA D ECA;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-11 00:00:00.0
7896004722122;83374;PP FPOLIS GAMA D ECA;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-07-01 00:00:00.0
7895858017002;83374;PP FPOLIS GAMA D ECA;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2025-07-30 00:00:00.0
7894916503754;83374;PP FPOLIS GAMA D ECA;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2023-11-11 00:00:00.0
7891721202391;83374;PP FPOLIS GAMA D ECA;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7891721023484;83374;PP FPOLIS GAMA D ECA;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-04-30 00:00:00.0
7891317411923;83374;PP FPOLIS GAMA D ECA;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-04-20 00:00:00.0
7891317020002;83374;PP FPOLIS GAMA D ECA;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-10-22 00:00:00.0
7891317014773;83374;PP FPOLIS GAMA D ECA;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-06-02 00:00:00.0
7891317001513;83374;PP FPOLIS GAMA D ECA;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-08-30 00:00:00.0
7891268106213;83374;PP FPOLIS GAMA D ECA;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-02-28 00:00:00.0
7891142128638;83374;PP FPOLIS GAMA D ECA;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2023-12-04 00:00:00.0
7891106006149;83374;PP FPOLIS GAMA D ECA;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-22 00:00:00.0
7891106000956;83374;PP FPOLIS GAMA D ECA;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2024-12-09 00:00:00.0
7890282800015;83374;PP FPOLIS GAMA D ECA;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-08-29 00:00:00.0
5060632508515;83374;PP FPOLIS GAMA D ECA;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2025-09-04 00:00:00.0
5060632508508;83374;PP FPOLIS GAMA D ECA;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7898687732993;83378;PP GRAVATAÍ I;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-12-26 00:00:00.0
7898149934514;83378;PP GRAVATAÍ I;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7898074617612;83378;PP GRAVATAÍ I;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-08-13 00:00:00.0
7898074613430;83378;PP GRAVATAÍ I;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2021-12-23 00:00:00.0
7898074611276;83378;PP GRAVATAÍ I;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2025-06-09 00:00:00.0
7897595639134;83378;PP GRAVATAÍ I;ACICLOVIR SANDOZC/60 CPR 400MG GEN;SIN ASIGNAR(M);2026-03-03 00:00:00.0
7897595639066;83378;PP GRAVATAÍ I;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-06-20 00:00:00.0
7897595635198;83378;PP GRAVATAÍ I;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-03-25 00:00:00.0
7897595604460;83378;PP GRAVATAÍ I;ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;Por Defecto;2026-09-24 00:00:00.0
7897316802861;83378;PP GRAVATAÍ I;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2024-10-04 00:00:00.0
7897076909343;83378;PP GRAVATAÍ I;ACECLOFENACO RANBAXYC/24 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-06-10 00:00:00.0
7897076909312;83378;PP GRAVATAÍ I;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-11 00:00:00.0
7896658001680;83378;PP GRAVATAÍ I;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-08-05 00:00:00.0
7896523227092;83378;PP GRAVATAÍ I;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-05-04 00:00:00.0
7896241265543;83378;PP GRAVATAÍ I;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7896165600055;83378;PP GRAVATAÍ I;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2022-09-23 00:00:00.0
7896165600048;83378;PP GRAVATAÍ I;DDAVPC/30 CPR 0,1MG;SIN ASIGNAR(M);2025-12-26 00:00:00.0
7896112427032;83378;PP GRAVATAÍ I;ENVIDC/30 CAPS 800MCG+20MG;SIN ASIGNAR(M);2022-01-07 00:00:00.0
7896112400554;83378;PP GRAVATAÍ I;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-04-03 00:00:00.0
7896112116929;83378;PP GRAVATAÍ I;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2024-02-06 00:00:00.0
7896094208506;83378;PP GRAVATAÍ I;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896094201477;83378;PP GRAVATAÍ I;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-08-25 00:00:00.0
7896006290667;83378;PP GRAVATAÍ I;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7896006245339;83378;PP GRAVATAÍ I;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7896006245322;83378;PP GRAVATAÍ I;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-05-13 00:00:00.0
7896006201731;83378;PP GRAVATAÍ I;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-12 00:00:00.0
7896006201717;83378;PP GRAVATAÍ I;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-01-24 00:00:00.0
7896004775043;83378;PP GRAVATAÍ I;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7896004722122;83378;PP GRAVATAÍ I;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7894916503761;83378;PP GRAVATAÍ I;AGLUCOSEC/30 CPR 100MG;SIN ASIGNAR(M);2023-09-05 00:00:00.0
7894916503754;83378;PP GRAVATAÍ I;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2025-08-23 00:00:00.0
7891721202391;83378;PP GRAVATAÍ I;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-10-11 00:00:00.0
7891317411923;83378;PP GRAVATAÍ I;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-22 00:00:00.0
7891317020002;83378;PP GRAVATAÍ I;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-12-06 00:00:00.0
7891317014773;83378;PP GRAVATAÍ I;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-06-30 00:00:00.0
7891317001513;83378;PP GRAVATAÍ I;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7891268106213;83378;PP GRAVATAÍ I;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-08-20 00:00:00.0
7891142128638;83378;PP GRAVATAÍ I;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2022-06-27 00:00:00.0
7891106000956;83378;PP GRAVATAÍ I;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-04-11 00:00:00.0
7890282800015;83378;PP GRAVATAÍ I;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-27 00:00:00.0
5060632508508;83378;PP GRAVATAÍ I;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-08-09 00:00:00.0
5000456057547;83378;PP GRAVATAÍ I;ZZZOLADEX DEPOT3,6MG INJ;SIN ASIGNAR(M);2024-01-30 00:00:00.0
7898149934514;83350;PP PATO BRANCO;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7898074617612;83350;PP PATO BRANCO;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-07-03 00:00:00.0
7897595635198;83350;PP PATO BRANCO;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2024-11-18 00:00:00.0
7897595604460;83350;PP PATO BRANCO;LECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2021-10-08 00:00:00.0
7897595602503;83350;PP PATO BRANCO;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-07-08 00:00:00.0
7897316802861;83350;PP PATO BRANCO;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2022-11-03 00:00:00.0
7897076909312;83350;PP PATO BRANCO;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-12 00:00:00.0
7896658001680;83350;PP PATO BRANCO;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-07-09 00:00:00.0
7896523227092;83350;PP PATO BRANCO;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-02-12 00:00:00.0
7896241265543;83350;PP PATO BRANCO;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-09-04 00:00:00.0
7896112400554;83350;PP PATO BRANCO;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-04-23 00:00:00.0
7896094208506;83350;PP PATO BRANCO;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7896094201477;83350;PP PATO BRANCO;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006290667;83350;PP PATO BRANCO;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-06-12 00:00:00.0
7896006245339;83350;PP PATO BRANCO;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006245322;83350;PP PATO BRANCO;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2024-02-10 00:00:00.0
7896006201731;83350;PP PATO BRANCO;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7896006201717;83350;PP PATO BRANCO;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7896004775043;83350;PP PATO BRANCO;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2023-05-15 00:00:00.0
7896004722122;83350;PP PATO BRANCO;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-07-24 00:00:00.0
7891721202391;83350;PP PATO BRANCO;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7891317411923;83350;PP PATO BRANCO;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-02-24 00:00:00.0
7891317014773;83350;PP PATO BRANCO;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-29 00:00:00.0
7891317001513;83350;PP PATO BRANCO;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-07-08 00:00:00.0
7891142128638;83350;PP PATO BRANCO;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2022-06-25 00:00:00.0
7891106000956;83350;PP PATO BRANCO;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7890282800015;83350;PP PATO BRANCO;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-05 00:00:00.0
5060632508515;83350;PP PATO BRANCO;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2025-09-06 00:00:00.0
5060632508508;83350;PP PATO BRANCO;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-09-02 00:00:00.0
5000456057547;83350;PP PATO BRANCO;ZZZOLADEX DEPOT3,6MG INJ;SIN ASIGNAR(M);2024-09-16 00:00:00.0
7898687732993;83352;PP JLLE JOÃO COLIN I;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-07-06 00:00:00.0
7898149934514;83352;PP JLLE JOÃO COLIN I;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2025-07-18 00:00:00.0
7898074617612;83352;PP JLLE JOÃO COLIN I;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-08-19 00:00:00.0
7898074616943;83352;PP JLLE JOÃO COLIN I;FLUIMUCIL20ML SOL NAS 11,5MG/ML;SIN ASIGNAR(M);2022-09-04 00:00:00.0
7898074613430;83352;PP JLLE JOÃO COLIN I;FLUIMUCILC/16 CPR EFERV 200MG;SIN ASIGNAR(M);2024-09-08 00:00:00.0
7898074611276;83352;PP JLLE JOÃO COLIN I;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2025-06-05 00:00:00.0
7897595639134;83352;PP JLLE JOÃO COLIN I;ACICLOVIR SANDOZC/60 CPR 400MG GEN;SIN ASIGNAR(M);2025-11-13 00:00:00.0
7897595639066;83352;PP JLLE JOÃO COLIN I;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-10-06 00:00:00.0
7897595635198;83352;PP JLLE JOÃO COLIN I;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7897595604460;83352;PP JLLE JOÃO COLIN I;ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2026-08-03 00:00:00.0
7897595602503;83352;PP JLLE JOÃO COLIN I;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7897316802861;83352;PP JLLE JOÃO COLIN I;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2025-06-04 00:00:00.0
7897076909343;83352;PP JLLE JOÃO COLIN I;ACECLOFENACO RANBAXYC/24 CPR REV 100MG GEN;SIN ASIGNAR(M);2026-03-10 00:00:00.0
7897076909312;83352;PP JLLE JOÃO COLIN I;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2024-01-31 00:00:00.0
7896658001680;83352;PP JLLE JOÃO COLIN I;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-08-07 00:00:00.0
7896523227092;83352;PP JLLE JOÃO COLIN I;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-11-24 00:00:00.0
7896241265543;83352;PP JLLE JOÃO COLIN I;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-09-03 00:00:00.0
7896165600055;83352;PP JLLE JOÃO COLIN I;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2021-11-16 00:00:00.0
7896165600048;83352;PP JLLE JOÃO COLIN I;DDAVPC/30 CPR 0,1MG;SIN ASIGNAR(M);2023-12-08 00:00:00.0
7896112400554;83352;PP JLLE JOÃO COLIN I;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-04-17 00:00:00.0
7896094208506;83352;PP JLLE JOÃO COLIN I;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7896094201477;83352;PP JLLE JOÃO COLIN I;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-06 00:00:00.0
7896006290667;83352;PP JLLE JOÃO COLIN I;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-06-10 00:00:00.0
7896006245339;83352;PP JLLE JOÃO COLIN I;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7896006245322;83352;PP JLLE JOÃO COLIN I;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2023-06-06 00:00:00.0
7896006201731;83352;PP JLLE JOÃO COLIN I;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896006201717;83352;PP JLLE JOÃO COLIN I;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2025-07-25 00:00:00.0
7896004775043;83352;PP JLLE JOÃO COLIN I;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-05 00:00:00.0
7896004722122;83352;PP JLLE JOÃO COLIN I;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-07-30 00:00:00.0
7895858017002;83352;PP JLLE JOÃO COLIN I;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2025-11-10 00:00:00.0
7894916503761;83352;PP JLLE JOÃO COLIN I;AGLUCOSEC/30 CPR 100MG;SIN ASIGNAR(M);2024-03-16 00:00:00.0
7894916503754;83352;PP JLLE JOÃO COLIN I;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2025-08-29 00:00:00.0
7891721202391;83352;PP JLLE JOÃO COLIN I;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-09-01 00:00:00.0
7891721023484;83352;PP JLLE JOÃO COLIN I;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2022-04-15 00:00:00.0
7891317411923;83352;PP JLLE JOÃO COLIN I;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-07-30 00:00:00.0
7891317020002;83352;PP JLLE JOÃO COLIN I;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-02-27 00:00:00.0
7891317014773;83352;PP JLLE JOÃO COLIN I;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-24 00:00:00.0
7891317001513;83352;PP JLLE JOÃO COLIN I;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-08-14 00:00:00.0
7891268106213;83352;PP JLLE JOÃO COLIN I;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-08-26 00:00:00.0
7891106006149;83352;PP JLLE JOÃO COLIN I;EPHYNALC/30 CAPS 400MG;SIN ASIGNAR(M);2025-03-03 00:00:00.0
7891106000956;83352;PP JLLE JOÃO COLIN I;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-07-22 00:00:00.0
7890282800015;83352;PP JLLE JOÃO COLIN I;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-08 00:00:00.0
5060632508515;83352;PP JLLE JOÃO COLIN I;SYSTEN SEQUIC/8 ADES 50+50+170MCG/DIA;SIN ASIGNAR(M);2025-10-10 00:00:00.0
5060632508508;83352;PP JLLE JOÃO COLIN I;SYSTEN CONTIC/8 ADES 50+170MCG/DIA;SIN ASIGNAR(M);2025-09-02 00:00:00.0
7898687732993;83363;PP XAXIM;DAMATERC/30 CAPS;SIN ASIGNAR(M);2023-11-09 00:00:00.0
7898149934514;83363;PP XAXIM;CIPROTERONA BERGAMOC/20 CPR 50MG GEN;SIN ASIGNAR(M);2022-03-18 00:00:00.0
7898074617612;83363;PP XAXIM;FLUIMUCILC/16 CPR EFERV 600MG;SIN ASIGNAR(M);2025-07-16 00:00:00.0
7898074611276;83363;PP XAXIM;FLUIMUCILC/60 CPR EFERV 600MG;SIN ASIGNAR(M);2023-11-16 00:00:00.0
7897595639066;83363;PP XAXIM;ACICLOVIR NOVARTISC/30 CPR 400MG GEN;SIN ASIGNAR(M);2026-06-25 00:00:00.0
7897595635198;83363;PP XAXIM;ACICLOVIR SANDOZC/50 CPR 200MG GEN;SIN ASIGNAR(M);2025-04-30 00:00:00.0
7897595604460;83363;PP XAXIM;ZZLECTRUM1,5ML PO LIOF+SOL DIL 3,75MG;SIN ASIGNAR(M);2026-09-14 00:00:00.0
7897595602503;83363;PP XAXIM;HERPESILC/25 CPR 200MG;SIN ASIGNAR(M);2025-05-19 00:00:00.0
7897316802861;83363;PP XAXIM;PRED MILD10ML COLI 0,12%;SIN ASIGNAR(M);2023-02-09 00:00:00.0
7897076909312;83363;PP XAXIM;ACECLOFENACO RANBAXYC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2023-08-22 00:00:00.0
7896658001680;83363;PP XAXIM;VITA E ACHEC/30 CAPS 400MG;SIN ASIGNAR(M);2025-08-13 00:00:00.0
7896523227092;83363;PP XAXIM;ACECLOFENACO CIMEDC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-06-18 00:00:00.0
7896241265543;83363;PP XAXIM;SUPREMAC/28 CPR REV 2+1MG;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7896165600055;83363;PP XAXIM;DDAVPC/30 CPR 0,2MG;SIN ASIGNAR(M);2024-05-04 00:00:00.0
7896112400554;83363;PP XAXIM;DTN-FOLC/90 CAPS 400MCG+10MG;SIN ASIGNAR(M);2024-04-02 00:00:00.0
7896112116929;83363;PP XAXIM;TEUTOVIT EC/30 CAPS 400MG;SIN ASIGNAR(M);2023-08-25 00:00:00.0
7896094208506;83363;PP XAXIM;NATIFA PRO UBDC/28 CPR REV 0,5+0,1MG;SIN ASIGNAR(M);2025-08-04 00:00:00.0
7896094201477;83363;PP XAXIM;NATIFA PROC/28 CPR REV 1+0,5MG;SIN ASIGNAR(M);2025-09-05 00:00:00.0
7896006290667;83363;PP XAXIM;STER MD10ML SUSP OFT 1,2MG/ML;SIN ASIGNAR(M);2025-08-21 00:00:00.0
7896006245339;83363;PP XAXIM;DIAMOXC/30 CPR 250MG;SIN ASIGNAR(M);2025-08-27 00:00:00.0
7896006245322;83363;PP XAXIM;DIAMOXC/25 CPR 250MG;SIN ASIGNAR(M);2024-05-21 00:00:00.0
7896006201731;83363;PP XAXIM;PRIMOSISTONC/30 CPR 2+0,01MG;SIN ASIGNAR(M);2025-08-15 00:00:00.0
7896006201717;83363;PP XAXIM;PRIMOLUT NOR 10C/30 CPR 10MG;SIN ASIGNAR(M);2024-02-06 00:00:00.0
7896004775043;83363;PP XAXIM;ACICLOVIR EMSC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-04-17 00:00:00.0
7896004722122;83363;PP XAXIM;ACECLOFENACO EMSC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-08-27 00:00:00.0
7895858017002;83363;PP XAXIM;ZZFLORINEFEC/100 CPR 0,1MG;SIN ASIGNAR(M);2025-07-14 00:00:00.0
7894916503754;83363;PP XAXIM;AGLUCOSEC/30 CPR 50MG;SIN ASIGNAR(M);2025-07-15 00:00:00.0
7891721202391;83363;PP XAXIM;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2025-08-14 00:00:00.0
7891721023484;83363;PP XAXIM;ACICLOVIR MERCKC/30 CPR 400MG GEN;SIN ASIGNAR(M);2021-11-25 00:00:00.0
7891317411923;83363;PP XAXIM;PROFLAMC/12 CPR REV 100MG;SIN ASIGNAR(M);2025-08-28 00:00:00.0
7891317020002;83363;PP XAXIM;ACECLOFENACO EUROC/12 CPR REV 100MG GEN;SIN ASIGNAR(M);2025-05-13 00:00:00.0
7891317014773;83363;PP XAXIM;EMAMAC/30 CAPS 400MG;SIN ASIGNAR(M);2025-05-28 00:00:00.0
7891317001513;83363;PP XAXIM;ACICLOVIR EUROC/25 CPR 200MG GEN;SIN ASIGNAR(M);2025-09-08 00:00:00.0
7891268106213;83363;PP XAXIM;PROVERAC/14 CPR 10MG;SIN ASIGNAR(M);2025-03-06 00:00:00.0
7891142128638;83363;PP XAXIM;CELESTONE SOLUSPAN1ML SUSP INJ 3+3MG/ML;SIN ASIGNAR(M);2025-06-09 00:00:00.0
7891106000956;83363;PP XAXIM;BAYCUTEN N40GR CR 10+0,4MG;SIN ASIGNAR(M);2025-04-03 00:00:00.0
7890282800015;83363;PP XAXIM;ADEFORTE3ML SOL ORAL;SIN ASIGNAR(M);2023-09-27 00:00:00.0
